TITLE,OPEN_DT,CMT_SCORE
키즈모노가타리 I : 철혈편,2016-06-30,-0.0182
"내 어깨 위 고양이, 밥",2017-01-04,0.2
카이: 거울 호수의 전설,2016-08-17,0.3278
진격의 거인: 홍련의 화살,2015-01-28,-0.0084
스즈미야 하루히의 소실,2010-11-11,0.0292
종이 달,2015-07-23,0.45
노크: 초대받지 않은 손님,2018-10-11,-0.1196
원라이프,2011-08-17,0.3443
스파이크,2013-12-05,0.4884
슈퍼오리 : 태양을 지켜라,2017-08-31,0.3375
꿈의 제인,2017-05-31,0.3243
나이스 가이즈,2016-07-06,0.5143
더 데이,2012-02-23,0.0
러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,0.1579
레전드 오브 래빗: 불의 전설,2015-09-24,0.2063
폭스캐처,2015-02-05,0.1923
캡틴 스터비,2018-11-01,0.3846
GROW: 인피니트의 리얼 청춘 라이프,2014-12-04,0.0583
프라미스드 랜드,2013-12-12,0.2273
언노운 걸,2017-05-03,-0.0833
고스트 메신저 극장판,2014-05-22,0.053
자전거 탄 소년,2012-01-19,-0.25
님포매니악 볼륨2,2014-07-03,-0.05
사요나라 이츠카,2010-04-15,0.2414
타임 투 러브,2014-10-23,0.167
사이코패스,2015-05-28,0.1195
연애담,2016-11-17,0.2895
디노타샤: 공룡대탐험,2014-01-29,0.2075
폭풍의 언덕,2012-06-28,0.25
하이 스피드! ?프리! 스타팅 데이즈-,2016-03-24,0.3175
빨간머리 앤 : 그린게이블로 가는 길,2013-01-09,0.3438
제인 도,2017-08-23,0.0
코드네임 제로니모,2012-12-13,-0.0351
언프렌드,2017-02-09,-0.0606
토마스와 친구들: 수수께끼 해적선과 보물찾기,2017-06-29,1.0
미스터 캣,2016-10-19,0.3287
아우토반,2017-03-22,0.0307
부에노스 아이레스에서 사랑에 빠질 확률,2013-09-12,0.4848
"세라비, 이것이 인생!",2018-05-30,1.0833
사울의 아들,2016-02-25,-0.2143
윈드랜드,2015-04-02,0.3487
로건 럭키,2018-03-14,0.3269
꼬마마녀 요요와 네네,2013-12-25,0.5714
스페이스 침스 - 자톡의 역습 3D,2010-08-19,0.1111
리틀 뱀파이어,2018-01-18,0.1429
거인,2014-11-13,0.0429
"봄, 눈",2012-04-26,-0.0667
알렉스 크로스,2013-03-14,0.0
디트로이트,2018-05-31,-0.2625
극장판 프리! - 테이크 유어 마크 -,2018-04-12,0.5
유리정원,2017-10-25,0.1356
윌리,2018-10-25,0.1538
펭이와 친구들의 남극대모험,2018-02-28,
히어로,2013-10-08,0.0704
레이디 맥베스,2017-08-03,0.4
지상의 별처럼,2012-09-06,0.3529
피나,2012-08-30,0.0
짓,2013-09-25,0.1029
피아니스트 세이모어의 뉴욕 소네트,2016-04-07,0.9412
송 투 송,2017-07-26,0.0132
마징가 Z: 인피니티,2018-05-17,-0.0085
스킵트레이스: 합동수사,2016-08-31,0.3077
미스터 스마일,2018-12-27,0.6364
콜레트,2019-03-27,0.3333
엘리제궁의 요리사,2015-03-19,0.5
파워배틀 와치카: 와치가면의 역습,2017-06-01,0.1649
엔들리스 러브,2014-03-13,0.4182
사이비,2013-11-21,-0.0071
드래곤볼 Z : 부활의 F,2015-10-01,0.1225
까밀 리와인드,2013-07-18,0.6977
아이 캔 온리 이매진,2018-06-21,0.375
터닝메카드W: 반다인의 비밀 특별판,2018-02-08,0.75
천하무적 키코리키,2014-07-17,1.0
원더 휠,2018-01-25,0.2955
행복 목욕탕,2017-03-23,0.3371
숲속왕국의 꿀벌 여왕,2019-03-14,0.5882
레이드 : 첫번째 습격,2012-05-17,0.0448
시크릿 인 데어 아이즈,2016-04-27,0.0
히야,2016-03-10,0.1408
"안녕, 나의 소울메이트",2017-12-07,0.0921
차일드 44,2015-05-28,0.3
내게 남은 사랑을,2017-11-02,0.2647
빌리 엘리어트 뮤지컬 라이브,2014-11-27,0.4878
무문관,2018-04-19,0.4545
초원의 왕 도제,2014-03-27,0.4634
더 길티,2019-03-27,0.0682
이브 생 로랑,2014-06-26,0.8
죄 많은 소녀,2018-09-13,0.1667
리즈와 파랑새,2018-10-09,0.2941
철벽선생,2019-03-14,0.2143
휘트니,2018-08-23,0.5333
플레이스 비욘드 더 파인즈,2013-08-01,0.2162
스테이션 7,2017-12-07,0.5366
유고와 라라 : 신비의 숲 어드벤처,2014-10-02,0.5652
다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,0.3636
그랜드 피아노,2014-04-17,0.4211
아기기린 자라파,2013-02-14,0.6667
나쁜 나라,2015-12-03,-0.0798
콜링 인 러브,2010-03-25,0.3333
워리어,2011-11-02,0.2083
호밀밭의 반항아,2018-10-18,0.1667
리노,2019-03-07,0.8235
플라이트,2013-02-28,0.0403
세기의 매치,2016-01-28,0.1579
프란츠,2017-07-20,0.2683
토너먼트,2010-09-02,0.3
로얄 어페어,2012-12-27,0.1316
바그다드 카페 : 디렉터스컷,2016-07-14,0.4667
극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014-08-07,0.7037
쏘우-여섯번의 기회,2010-01-07,-0.0661
천안함 프로젝트,2013-09-05,-0.0368
완전 소중한 사랑,2013-11-21,0.2986
난 그녀와 키스했다,2015-07-22,1.8182
파수꾼,2011-03-03,0.0263
사랑의 침묵,2012-10-11,0.5
극장판 어드벤처 타임: 비밀의 아일랜드,2017-04-13,0.1786
빌리 진 킹: 세기의 대결,2017-11-16,0.3729
러브레이스,2013-10-17,-0.0067
60만번의 트라이,2014-09-18,0.2874
대학살의 신,2012-08-16,0.7143
세상의 끝까지 21일,2013-08-14,0.4867
카메라를 멈추면 안 돼!,2018-08-23,0.375
파괴자들,2012-10-31,-0.2963
커플 테라피: 대화가 필요해,2010-02-25,0.0
극장판 가면라이더 이그제이드: 트루 엔딩,2018-10-09,0.3846
라이프,2015-10-15,0.4235
웨딩스캔들,2012-09-06,0.1875
칠드런 오브 맨,2016-09-22,-0.0069
픽시,2018-08-23,0.4444
디스커넥트,2013-11-07,0.058
B급 며느리,2018-01-17,0.0411
스페이스 독 2,2014-12-11,0.7143
"나의 위대한 친구, 세잔",2016-12-15,0.2059
사막에서 연어낚시,2014-10-16,0.4435
테이크다운,2013-04-18,0.161
립반윙클의 신부,2016-09-28,0.4576
커터,2016-03-30,0.1719
마릴린 먼로와 함께한 일주일,2012-02-29,0.1522
트립 투 이탈리아,2015-06-04,0.5556
트루스,2016-08-24,0.3333
이레셔널 맨,2016-07-21,0.1129
부니베어: 나무 도둑의 습격,2017-09-14,0.3529
달팽이의 별,2012-03-22,0.9091
레토,2019-01-03,0.7
엘 시크레토 : 비밀의 눈동자,2010-11-11,0.3529
에코,2014-10-08,0.45
애프터 러브,2010-01-21,0.2941
부도리의 꿈,2013-01-30,0.2807
슈퍼처방전,2014-12-10,0.3763
상실의 시대,2011-04-21,0.0667
토마스와 친구들 - 극장판 3,2011-05-05,0.2917
누구에게나 찬란한,2014-11-06,0.5143
프란치스코,2016-03-10,0.25
돼지의 왕,2011-11-03,-0.1053
슬립리스: 크리미널 나이트,2017-03-08,0.1964
드라이브,2011-11-17,0.1905
로렌스 애니웨이,2013-12-19,0.1395
꼬마영웅 바비,2018-05-30,0.3043
비기너스,2011-11-10,0.25
섬. 사라진 사람들,2016-03-03,-0.1891
그 후,2017-07-06,-0.2562
아이 앰 히스 레저,2017-10-19,0.2
다음 침공은 어디?,2016-09-08,0.2174
비포 : 치즈와 초콜릿을 찾아서,2014-07-10,0.6667
무민 더 무비,2015-08-13,0.2947
트와이스랜드,2018-12-07,0.2188
쿼바디스,2014-12-10,-0.2321
신서유기 : 몽키킹의 부활,2017-11-02,0.2064
액슬,2018-10-18,0.1429
은혼,2017-12-07,0.0069
스페이스 치킨: 마법 부적의 비밀,2018-10-25,0.2105
이디야와 얼음왕국의 전설,2014-02-27,0.3214
한경직,2012-09-13,0.0769
비비안 마이어를 찾아서,2015-04-30,0.4
리그레션,2015-10-15,0.058
버스 657,2016-01-14,0.0517
초(민망한)능력자들,2011-07-07,0.0727
본타: 땅콩왕국의 전설,2014-10-30,1.0
옐로우버드,2015-02-18,0.4309
캡틴 하록,2014-01-16,0.1176
오즈의 마법사 2,2017-05-03,0.6585
당신자신과 당신의 것,2016-11-10,-0.126
퍼펙트,2013-09-25,0.0506
"불량소녀, 너를 응원해!",2016-09-21,0.3558
셰임,2013-05-09,-0.0625
환상의 빛,2016-07-07,0.0889
이별계약,2013-06-20,0.1667
멜랑콜리아,2012-05-17,0.3571
나라타주,2018-03-08,0.1277
"괜찮아요, 미스터 브래드",2017-09-21,0.5217
로빈슨의 언더워터 어드벤처,2018-11-15,0.1787
스톤,2014-06-12,0.177
미라클 프롬 헤븐,2016-05-25,0.7193
신과 인간,2012-01-19,-0.3333
비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈,2016-10-19,0.3788
2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,2010-01-22,0.0467
킨: 더 비기닝,2018-10-11,0.1154
위험한 패밀리,2014-01-22,0.121
혼스,2014-11-27,-0.0069
인 더 하우스,2013-07-04,0.15
꼬마 보트 토토: 타요 타요 배 타요,2018-07-12,0.75
뚜르: 내 생애 최고의 49일,2017-02-01,0.1939
태양을 쏴라,2015-03-19,0.2078
세상의 모든 계절,2011-03-24,0.0
빌리어네어 보이즈클럽,2019-01-10,0.24
터치,2012-11-08,0.1784
밀리언 웨이즈,2014-06-12,0.0556
유아 낫 유,2015-01-21,0.1197
두레소리,2012-05-10,0.1081
홀리 모터스,2013-04-04,0.0278
스윗 프랑세즈,2015-12-03,0.1024
양과자점 코안도르,2011-07-28,0.0526
엘리아스: 바다의 보물을 찾아라!,2014-10-23,0.6818
사랑을 카피하다,2011-05-05,
아인,2018-02-28,0.0263
앤젤스 셰어: 천사를 위한 위스키,2013-05-16,1.2353
싱글맨,2010-05-27,0.0952
어떤살인,2015-10-28,-0.2697
바보야,2011-04-21,-0.0625
호비와 쿠우의 어드벤처 : 고래의 노래,2014-06-12,0.4545
길,2017-05-11,0.4333
미스터 노바디,2013-10-24,0.0145
프라이버시,2014-03-20,0.3333
파이널 포트레이트,2018-09-27,0.3
월플라워,2013-04-11,0.1373
하늘이 보내준 딸,2012-04-19,0.0
잉투기,2013-11-14,0.1235
비스트 앵콜 콘서트 3D,2012-02-29,0.0536
명왕성,2013-07-11,0.0269
토니스토리2: 고철왕국의 친구들,2018-06-13,1.1667
주문은 토끼입니까?? ~디어 마이 시스터~,2018-01-18,-0.0766
여배우는 오늘도,2017-09-14,0.2647
산타바바라,2014-07-16,0.4444
7년-그들이 없는 언론,2017-01-12,0.0
헤이트 발렌타인데이,2010-02-04,0.0
오드토머스,2014-08-27,0.0607
바니부기: 드래곤 에그를 찾아서,2018-09-12,0.25
내 이야기!!,2018-04-12,0.3833
아기곰 보보 구출 대작전,2018-04-25,0.1333
가구야공주 이야기,2014-06-04,0.2879
마돈나,2015-07-02,0.0879
소와 함께 여행하는 법,2010-11-03,0.2941
이차크의 행복한 바이올린,2018-12-20,0.4
빅 배드 폭스,2017-11-30,0.6809
리틀 폭스,2016-06-23,0.2603
순교,2015-08-13,0.5122
링스,2017-04-06,-0.1613
예전부터 계속 좋아했어 ~고백실행위원회~,2016-09-29,0.11
토마스와 친구들 - 극장판 2,2010-06-10,0.4444
위 베어 베어스: 베이비 베어스,2018-05-24,0.75
베이트,2013-08-08,-0.051
셀마,2015-07-23,0.08
스파이 게임,2017-09-14,0.0711
호비와 매직 아일랜드,2018-06-06,
더 웨이브,2016-07-13,-0.0202
아기돼지 3형제와 쿵푸랜드,2018-02-01,0.2727
어바웃 리키,2015-09-03,0.8333
로코왕국의 전설: 엘프킹을 찾아서,2014-06-26,0.3571
키즈모노가타리 II : 열혈편,2016-10-20,0.2692
더 스퀘어,2018-08-02,0.2
웨스턴 리벤지,2014-10-30,0.1833
모스트 원티드 맨,2014-08-07,0.3158
일루셔니스트,2011-06-16,-0.0769
토일렛,2010-12-02,0.0
런던 블러바드,2012-09-20,0.2
이다,2015-02-18,0.4366
아메리칸 파이: 19금 동창회,2012-08-09,-0.2
볼츠와 블립,2012-02-23,0.1735
극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,2014-06-19,1.0714
배드 지니어스,2017-11-02,0.0665
아이 인 더 스카이,2016-07-14,-0.0629
아무도 머물지 않았다,2013-12-26,0.2258
스톤,2011-10-06,-0.0417
비우티풀,2011-10-13,0.4
토마스와 친구들: 잃어버린 왕관,2014-11-13,0.4118
스턱 인 러브,2014-02-20,0.0779
킹 오브 프리즘 -샤이니 세븐 스타즈-,2019-03-07,0.2917
캡틴 샤키,2018-11-22,0.3529
청설,2010-06-17,0.2722
호비와 무지개 오아시스 대모험,2017-09-07,0.4623
런어웨이즈,2010-06-24,0.0196
슈퍼소닉,2016-11-24,0.0674
블루 발렌타인,2012-05-31,0.1667
뷰티풀 라이,2015-03-26,0.4717
호비와 후후의 대모험: 무지개꽃을 구하라,2013-09-26,0.3333
라이드 : 나에게로의 여행,2015-07-16,0.7381
크리드2,2019-02-21,0.1296
행복한 사전,2014-02-20,0.5797
치코와 리타,2012-01-05,1.0
고양이를 빌려드립니다,2012-12-13,0.4211
캡틴 판타스틱,2016-11-30,0.35
버진 스노우,2014-12-10,0.3684
로즈,2017-04-12,0.6383
MB의 추억,2012-10-18,0.0
사랑이 이긴다,2015-09-10,0.5918
토이 가디언즈,2018-03-15,0.8667
군산: 거위를 노래하다,2018-11-08,0.4545
이민자,2015-09-03,-0.0941
"러블리, 스틸",2010-12-23,0.3333
나쁜놈은 죽는다,2016-02-04,0.0405
"하늘을 나는 강아지, 비포와 친구들",2014-03-13,1.1429
데드폴,2013-01-23,0.1224
비거 스플래쉬,2016-08-03,0.3438
빅 식,2018-07-18,0.1429
쇼를 사랑한 남자,2013-10-09,0.0
콜로설,2017-04-20,0.0903
안녕?! 오케스트라,2013-11-28,0.425
피노키오의 모험,2014-09-18,2.5
엘리펀트 송,2015-06-11,0.5385
공정사회,2013-04-18,-0.1087
어느 하녀의 일기,2015-08-06,0.3077
갬빗,2013-11-28,0.1613
춘몽,2016-10-13,0.0
무수단,2016-03-03,0.0237
리틀 보이,2015-12-10,0.1584
너는 여기에 없었다,2018-10-04,-0.1084
유희왕,2010-01-28,0.1286
터치 오브 라이트,2013-03-14,0.2205
브링 홈: 아버지의 땅,2016-09-01,0.25
유니콘 원정대: 비밀의 다이어리,2018-06-21,0.5833
라스트 홈,2016-04-07,0.18
개구리왕국 2,2017-03-23,0.3143
하나와 앨리스: 살인사건,2015-05-27,0.45
아티스트 봉만대,2013-08-29,0.1057
아노말리사,2016-03-30,0.25
해피 어게인,2018-03-28,0.5385
중2병이라도 사랑이 하고 싶어! 극장판,2014-02-06,-0.0235
테레즈 라캥,2014-07-10,0.2963
자객 섭은낭,2016-02-04,0.2857
네이든,2015-06-25,0.3462
프로즌 그라운드,2014-02-06,-0.0538
양지의 그녀,2019-03-21,0.1165
위로공단,2015-08-13,-0.1667
테이킹 우드스탁,2010-07-29,0.1712
호비와 엄마나무섬의 비밀,2015-07-02,1.0909
미스터 터너,2015-01-22,0.8571
산이 울다,2016-05-25,0.65
헤이츠,2012-12-06,0.0659
꼬마비행기 피티와 친구들:사막구출 대작전,2018-11-22,0.0
류이치 사카모토: 코다,2018-06-14,-0.1429
토니 에드만,2017-03-16,0.1778
오직 사랑뿐,2018-02-08,0.55
클라라,2010-12-16,0.0
해피 홀리데이,2015-05-14,0.6
피치 퍼펙트,2013-03-28,0.2577
피막,2014-09-25,0.105
용서,2010-12-05,-0.1739
와와의 학교 가는 날,2016-10-27,0.5846
원피스 3D : 밀짚모자 체이스,2012-01-26,0.0137
임을 위한 행진곡,2018-05-16,-0.2358
베스트 오브 미,2015-06-18,0.5217
"알로, 슈티",2015-07-02,0.7901
밀크,2010-02-25,0.12
황금시대,2014-10-16,0.7895
귀 鬼,2010-06-10,0.0
토마스와 친구들: 그레이트 레이스,2017-11-30,0.2179
나이트폴,2012-09-27,0.0
더 도어,2010-09-02,0.2
어느 예술가의 마지막 일주일,2013-06-20,0.1667
봄,2014-11-20,0.6471
런치박스,2014-04-10,0.6571
올 이즈 로스트,2013-11-07,0.1053
파닥파닥,2012-07-25,0.14
"귀향, 끝나지 않은 이야기",2017-09-14,-0.137
돌아온다,2017-12-07,0.2466
블랙버드,2015-01-28,0.7812
48미터,2013-07-04,-0.0381
퍼스널 쇼퍼,2017-02-09,-0.0606
내가 사는 피부,2011-12-29,-0.1905
아사코,2019-03-14,0.2609
더 레이디,2012-09-06,-0.2
온리 유,2015-10-15,0.4615
사랑은 타이핑 중!,2013-05-22,0.7949
"안녕, 전우치! 도술로봇대결전",2015-10-08,0.2261
용순,2017-06-08,0.6444
아바타 정글의 비밀,2014-03-27,0.0541
원스 어게인,2012-01-12,0.2692
할리데이,2014-10-16,0.8
새 구두를 사야해,2013-04-25,0.8824
세이빙 미스터 뱅크스,2014-04-03,0.6522
킥 애스 2 : 겁없는 녀석들,2013-10-17,0.0529
내 슬픈 창녀들의 추억,2012-07-19,0.2727
트윈스터즈,2016-03-03,1.1875
몰리스 게임,2018-09-06,0.0962
아유레디?,2013-09-26,0.1569
콰르텟,2013-03-28,0.4353
서버비콘,2018-07-12,-0.2281
서유기 리턴즈,2011-02-17,0.0703
사다코 2,2014-03-13,-0.087
시선,2014-04-16,-0.0864
럼 다이어리,2012-09-20,0.1765
극장판 토리코 : 미식신의 스페셜메뉴,2013-11-28,0.1126
레고:클러치파워의 모험,2010-06-10,0.0278
믿음의 승부,2010-04-15,-0.2143
브로큰 시티,2013-04-04,0.3667
시인의 사랑,2017-09-14,0.56
코스모폴리스,2013-06-27,0.2128
플레이,2011-06-23,0.2558
엔딩노트,2012-11-29,0.45
더 보이스,2018-08-29,0.0263
미스터 라잇,2016-06-16,0.5
코파카바나,2011-05-26,0.6667
동쪽의 에덴 극장판 ① 더 킹오브 에덴,2010-01-28,-0.0566
샤넬과 스트라빈스키,2011-08-25,0.0
아직 끝나지 않았다,2018-06-21,0.0
소나기,2017-08-31,0.4906
업 포 러브,2016-12-21,0.1081
공기인형,2010-04-08,-0.011
하얀리본,2010-07-01,0.1
트루맛쇼,2011-06-02,0.056
제로 포커스,2010-03-25,-0.2
어우동: 주인 없는 꽃,2015-01-29,0.0968
타투,2015-12-10,0.1639
조금만 더 가까이,2010-10-28,0.093
르누아르,2014-02-13,0.5806
토마스와 친구들: 블루마운틴 미스터리,2013-10-17,0.2632
사라의 열쇠,2011-08-11,0.5
쿵푸 요가,2017-03-29,0.2821
고양이 춤,2011-11-17,0.0726
스코어: 영화음악의 모든 것,2017-10-19,0.4615
옷코는 초등학생 사장님!,2019-02-27,1.7273
디태치먼트,2014-05-08,-0.0458
랜드 오브 마인,2017-04-06,-0.3298
오 마이 파파,2016-11-10,0.4545
세션 : 이 남자가 사랑하는 법,2013-01-17,0.625
내가 고백을 하면,2012-11-15,1.129
래빗 홀,2011-12-22,0.4
리틀 맨하탄,2018-06-27,0.7403
갈매기,2018-12-13,-0.5
내 친구 정일우,2017-10-26,0.5
씨민과 나데르의 별거,2011-10-13,0.0
케이크메이커,2018-05-24,2.5
페어리테일: 봉황의 무녀,2013-02-28,0.0448
윈터스 본,2011-01-20,-0.25
시스터,2012-08-09,0.2
피쉬와 칩스 극장판,2014-03-06,0.4
현기증,2014-11-06,-0.0833
결혼하지 않아도 괜찮을까,2015-04-09,1.1923
겁쟁이 페달: 더 무비,2016-01-14,0.0
돈 존,2014-01-09,0.1145
차가운 장미,2014-05-29,1.0
존 레논 비긴즈-노웨어 보이,2010-12-09,0.2368
미니 자이언트,2016-01-28,0.8333
소명 하늘의 별,2013-03-21,0.3182
썸니아,2016-05-25,-0.3
범죄소년,2012-11-22,0.0875
검은손,2015-04-16,0.0385
"러브, 어게인",2017-11-16,0.76
리틀 애쉬 : 달리가 사랑한 그림,2010-01-14,-0.2
트립 투 스페인,2018-05-17,0.1429
디시에르토,2016-10-05,0.0638
주키퍼스 와이프,2017-10-12,0.0217
야곱 신부의 편지,2012-05-10,1.0
지미스 홀,2014-10-09,0.7692
핫 썸머 나이츠,2018-10-18,0.0
더 게스트,2018-09-12,-0.1792
멜리스,2016-02-11,0.0702
슈퍼히어로,2013-07-31,0.2923
오 루시!,2018-06-28,0.6667
황제펭귄 펭이와 솜이,2012-08-08,0.6667
타이치0 3D,2013-07-04,0.1175
해피 해피 브레드,2012-06-28,-0.625
조난자들,2014-03-06,0.1429
출동! 소방관 샘: 외계인 대소동,2018-11-08,
살인마 잭의 집,2019-02-21,-0.5224
심플 라이프,2012-11-22,0.303
아뉴스 데이,2017-03-30,0.2759
카이트,2015-06-11,-0.6
곤충왕국 3D,2014-08-14,0.3404
나루토 질풍전 극장판 4 - 더 로스트 타워,2010-12-02,0.1695
공동정범,2018-01-25,-0.3939
마일스,2016-08-10,0.6047
극장판 메이저 : 우정의 강속구,2011-10-20,0.1125
닐스의 모험,2014-02-27,0.3871
몽키킹2: 서유기 여정의 시작,2016-05-19,0.0214
라우더 댄 밤즈,2016-10-27,0.3704
와즈다,2014-06-19,0.5
소라닌,2010-08-26,0.1702
무산일기,2011-04-14,0.1316
춤추는 꿈틀이 밴드,2010-02-04,0.2647
블러바드,2015-08-13,0.2308
내가 죽기 전에,2017-12-21,0.0
바티칸 뮤지엄,2015-01-08,0.3778
우리는 같은 꿈을 꾼다,2017-11-30,0.45
두 개의 사랑,2017-12-28,0.0
엔드 오브 왓치,2012-12-06,0.0333
손오공: 돌원숭이의 탄생,2012-09-13,0.0
사랑이 이끄는 대로,2016-09-01,0.4179
모래가 흐르는 강,2013-03-28,0.0909
퇴마전: 마령검의 비밀,2015-08-27,0.0693
토이무비: 미래대모험,2018-10-03,0.5
밤쉘,2018-06-07,1.0
비지터,2012-11-08,0.2422
나의 살던 고향은,2016-11-24,0.3421
파워캐치 완다: 버그본의 지구 습격,2017-03-09,0.129
이웃집 스타,2017-09-21,0.234
라이크 크레이지,2018-05-30,-0.0066
"혜화, 동",2011-02-17,0.3333
아이스맨,2014-03-27,-0.0392
말리,2012-08-02,0.3333
일곱 개의 대죄 : 천공의 포로,2018-11-29,0.2941
더 미드와이프,2018-03-22,0.6364
택시 5,2018-11-22,0.0625
"다시, 뜨겁게 사랑하라!",2013-01-03,0.8438
레더페이스,2018-01-25,-0.1304
파리 폴리,2015-02-26,1.1
제 7기사단,2015-09-10,0.0386
극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,0.1955
영웅본색4,2018-03-22,0.0471
파라노만,2013-02-07,0.2403
살아남은 아이,2018-08-30,0.2222
"사랑해, 매기",2016-07-27,0.0588
직지코드,2017-06-28,0.3871
미래는 고양이처럼,2012-05-17,0.0
슈퍼레이서 엔지,2015-09-10,0.7143
5.18 힌츠페터 스토리,2018-05-17,-0.0498
아키라,2017-08-31,0.25
백투더 씨,2014-08-21,0.5882
르 아브르,2011-12-08,0.0
리틀 포레스트 2: 겨울과 봄,2015-05-14,0.4706
유아 넥스트,2014-08-07,0.0849
샤인 어 라이트(1st 지드래곤 콘서트),2010-04-15,0.0441
추적자,2014-03-06,0.0
어 퍼펙트 데이,2017-09-21,0.1652
메리 셸리: 프랑켄슈타인의 탄생,2018-12-20,0.3333
우주로봇 씨어,2015-03-12,0.6111
세일즈맨,2017-05-11,0.0286
해피 버스데이,2017-09-28,0.3846
로봇 앤 프랭크,2013-01-17,0.076
트라이브,2015-01-29,0.5
셉템버 이슈,2010-01-28,0.9091
빅토리아 & 압둘,2017-10-25,0.1
당신에게도 사랑이 다시 찾아올까요?,2013-10-17,0.325
토마스와 친구들: 우정의 대모험,2018-12-13,0.875
에이미,2015-11-05,0.1552
"아이, 토냐",2018-03-08,0.4074
최후의 툰드라-극장판,2011-02-17,0.1538
피의 연대기,2018-01-18,0.4
일대일,2014-05-22,-0.05
그 사람 추기경,2014-08-06,0.32
드래프트 데이,2014-07-10,0.6875
네루다,2017-05-25,0.5
오버 더 펜스,2017-03-16,0.037
나비잠,2018-09-06,0.15
인 디 아일,2018-11-22,0.0
폴라로이드,2015-07-16,0.5224
량강도 아이들,2011-11-17,0.6471
세 번째 사랑,2012-01-12,0.0
배드 사마리안,2018-10-18,-0.241
사랑은 비가 갠 뒤처럼,2019-02-07,0.2576
눈발,2017-03-01,0.1174
나의 어머니,2015-08-20,0.2105
타이페이 카페 스토리,2011-07-07,1.1111
테라 3D: 인류 최후의 전쟁,2010-11-04,0.3939
"미안해, 고마워",2011-05-26,0.2955
노라 없는 5일,2010-10-21,0.2857
잉글랜드 이즈 마인,2018-07-05,0.4762
에델과 어니스트,2018-05-10,-0.2
데저트 플라워,2010-04-22,0.2326
정글북,2017-05-18,0.3333
어바웃 레이,2016-11-24,0.6897
바다의 노래: 벤과 셀키요정의 비밀,2016-01-14,0.3645
신화 라이브 3D 더 레전드 컨티뉴스,2014-12-11,0.0
두 아내,2014-03-17,1.3333
루르드,2011-02-17,0.8
출동! 도토리 구조대,2019-03-28,0.6667
재스퍼,2011-08-17,-0.0909
콰이어트 원,2014-09-18,-0.1557
천번의 굿나잇,2014-07-03,0.25
마신자 - 빨간 옷 소녀의 저주,2016-07-21,-0.0843
메탈리카 스루 더 네버,2013-11-14,0.05
내 이름은 꾸제트,2017-03-09,0.6923
말괄량이 마녀 로비와 숲 속 친구들,2017-11-09,0.2558
쉐프,2013-05-30,0.5054
두 번째 스물,2016-11-03,0.1981
영웅: 천하의 시작,2014-03-20,0.0
리바이어던,2015-03-19,0.1667
위선자들,2015-11-26,-0.2333
킬 미 달링,2016-01-28,0.3068
악셀,2018-03-08,0.6667
"제자도 - 제자,옥한흠2",2016-11-10,0.7273
콜렉션,2013-05-02,-0.0072
드래곤 프린세스,2018-07-05,0.4
리틀 포레스트: 여름과 가을,2015-02-12,-0.0588
고래를 찾는 자전거,2011-09-22,0.1839
드림팀,2013-03-21,0.1634
한 번도 안 해본 여자,2014-01-16,-0.0345
라스트 엑소시즘: 잠들지 않는 영혼,2013-06-27,-0.0828
클레어의 카메라,2018-04-25,-0.1875
로보싸커,2014-07-03,0.6667
우먼 인 블랙: 죽음의 천사,2015-09-10,-0.5405
극장판 프리즘스톤 올스타 셀렉션,2016-07-07,0.2073
메이크 유어 무브,2014-04-17,0.0668
러브 인 비즈니스클래스,2014-03-20,0.8485
아기 거북 토토의 바다 대모험,2012-10-18,0.3333
"페어웰, 마이 퀸",2013-12-05,0.069
어폴로지,2017-03-16,-0.1515
디어 한나,2012-03-29,0.0
불타는 내 마음,2010-03-25,0.125
리지,2019-01-10,0.0
필름스타 인 리버풀,2018-10-25,0.2222
나의 사적인 여자친구,2015-01-08,0.3043
야간비행,2014-08-28,0.5278
사랑과 음악사이,2016-04-27,0.375
드래곤 기사단,2014-05-01,0.2848
러빙,2017-03-01,0.5484
어웨이 위 고,2010-02-04,0.5
보리 vs 매켄로,2018-05-10,0.6
슬로우 웨스트,2015-10-08,0.1765
잊혀진 가방,2010-07-29,0.1111
경계도시 2,2010-03-18,-0.1333
노스페이스,2010-06-02,-0.4828
아주 긴 변명,2017-02-16,0.1613
프리 스테이트,2018-02-07,0.3167
잇 컴스 앳 나잇,2017-10-19,-0.0473
쓰리,2011-09-29,0.6667
중독노래방,2017-06-15,0.1667
연애의 기술,2013-10-30,0.1667
앨리스: 원더랜드에서 온 소년,2015-12-10,0.1185
마카담 스토리,2015-12-24,2.0833
줄리에타,2016-11-17,-0.1282
마리 이야기: 손끝의 기적,2015-08-20,0.5
투 이즈 어 패밀리,2017-09-21,0.449
사물의 비밀,2011-11-17,0.1538
고령가 소년 살인사건,2017-11-23,0.0625
법정스님의 의자,2011-05-12,-0.1905
