MOVIE_NM,OPEN_DT,GENRE_NM,SP_LANG,GENRE_NM_sorted,SP_LANG_sorted
아인,2018-02-28,SF/액션,ja,SF/액션,ja
앤젤스셰어천사를위한위스키,2013-05-16,코미디/드라마,,드라마/코미디,
싱글맨,2010-05-27,드라마/멜로/로맨스,,드라마/로맨스/멜로,
어떤살인,2015-10-28,스릴러,ko,스릴러,ko
바보야,2011-04-21,다큐멘터리,ko,다큐멘터리,ko
호비와쿠우의어드벤처고래의노래,2014-06-12,애니메이션,ja/ko,애니메이션,ja/ko
길,2017-05-11,드라마,ko,드라마,ko
미스터노바디,2013-10-24,판타지/멜로/로맨스,,로맨스/멜로/판타지,
프라이버시,2014-03-20,스릴러,,스릴러,
파이널포트레이트,2018-09-27,드라마,en/fr/it,드라마,en/fr/it
월플라워,2013-04-11,드라마,en,드라마,en
하늘이보내준딸,2012-04-19,가족,,가족,
잉투기,2013-11-14,액션/드라마,ko,드라마/액션,ko
비스트앵콜콘서트3d,2012-02-29,공연,,공연,
명왕성,2013-07-11,드라마/스릴러,ko,드라마/스릴러,ko
토니스토리2고철왕국의친구들,2018-06-13,애니메이션/코미디/어드벤처,,애니메이션/어드벤처/코미디,
주문은토끼입니까디어마이시스터,2018-01-18,애니메이션/드라마,ja,드라마/애니메이션,ja
여배우는오늘도,2017-09-14,드라마/코미디,ko,드라마/코미디,ko
산타바바라,2014-07-16,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
호비와동화나라대모험,2016-12-08,애니메이션,ko,애니메이션,ko
7년그들이없는언론,2017-01-12,다큐멘터리,ko,다큐멘터리,ko
헤이트발렌타인데이,2010-02-04,멜로/로맨스/코미디,,로맨스/멜로/코미디,
오드토머스,2014-08-27,액션/스릴러/SF/미스터리,,SF/미스터리/스릴러/액션,
바니부기드래곤에그를찾아서,2018-09-12,애니메이션/어드벤처,,애니메이션/어드벤처,
내이야기,2018-04-12,멜로/로맨스/코미디,ja,로맨스/멜로/코미디,ja
아기곰보보구출대작전,2018-04-25,애니메이션,,애니메이션,
가구야공주이야기,2014-06-04,애니메이션/드라마/판타지,ja,드라마/애니메이션/판타지,ja
마돈나,2015-07-02,드라마,ko,드라마,ko
허블3d,2011-05-05,다큐멘터리,,다큐멘터리,
소와함께여행하는법,2010-11-03,드라마,ko,드라마,ko
이차크의행복한바이올린,2018-12-20,다큐멘터리,en/he,다큐멘터리,en/he
빅배드폭스,2017-11-30,애니메이션,fr,애니메이션,fr
리틀폭스,2016-06-23,애니메이션,,애니메이션,
순교,2015-08-13,다큐멘터리,,다큐멘터리,
링스,2017-04-06,공포(호러),,공포(호러),
예전부터계속좋아했어고백실행위원회,2016-09-29,애니메이션/멜로/로맨스,,로맨스/멜로/애니메이션,
토마스와친구들극장판2,2010-06-10,애니메이션/액션/어드벤처/가족,,가족/애니메이션/액션/어드벤처,
위베어베어스베이비베어스,2018-05-24,애니메이션/드라마/가족,,가족/드라마/애니메이션,
베이트,2013-08-08,공포(호러),,공포(호러),
셀마,2015-07-23,드라마,en,드라마,en
스파이게임,2017-09-14,액션/스릴러,ar/en/de,스릴러/액션,ar/de/en
십계구원의길,2017-04-13,드라마,,드라마,
매직키드보보,2017-03-01,애니메이션,,애니메이션,
호비와매직아일랜드,2018-06-06,애니메이션,ko,애니메이션,ko
더웨이브,2016-07-13,액션/드라마,no,드라마/액션,no
아기돼지3형제와쿵푸랜드,2018-02-01,애니메이션/어드벤처,ko,애니메이션/어드벤처,ko
어바웃리키,2015-09-03,드라마,,드라마,
로코왕국의전설엘프킹을찾아서,2014-06-26,애니메이션/액션/어드벤처,,애니메이션/액션/어드벤처,
키즈모노가타리ii열혈편,2016-10-20,애니메이션/드라마/판타지/액션,,드라마/애니메이션/액션/판타지,
더스퀘어,2018-08-02,코미디,da/sv/en,코미디,da/en/sv
웨스턴리벤지,2014-10-30,액션/서부극(웨스턴),,서부극(웨스턴)/액션,
모스트원티드맨,2014-08-07,스릴러/드라마,en,드라마/스릴러,en
일루셔니스트,2011-06-16,애니메이션,,애니메이션,
토일렛,2010-12-02,드라마/코미디/가족,en,가족/드라마/코미디,en
런던블러바드,2012-09-20,범죄/드라마,,드라마/범죄,
이다,2015-02-18,드라마,pl,드라마,pl
아메리칸파이19금동창회,2012-08-09,코미디/멜로/로맨스,,로맨스/멜로/코미디,
볼츠와블립,2012-02-23,애니메이션/코미디/어드벤처,,애니메이션/어드벤처/코미디,
극장판날아라호빵맨바나나섬을되찾아줘,2014-06-19,애니메이션/어드벤처/가족/코미디,,가족/애니메이션/어드벤처/코미디,
배드지니어스,2017-11-02,스릴러,th,스릴러,th
아스테릭스신들의전당,2015-04-30,애니메이션,,애니메이션,
꼬마유령,2015-06-11,판타지/가족,,가족/판타지,
아이인더스카이,2016-07-14,전쟁/스릴러,so/ en,스릴러/전쟁, en/so
아무도머물지않았다,2013-12-26,드라마/미스터리,fr,드라마/미스터리,fr
스톤,2011-10-06,드라마/스릴러,,드라마/스릴러,
비우티풀,2011-10-13,드라마,,드라마,
토마스와친구들잃어버린왕관,2014-11-13,애니메이션,,애니메이션,
스턱인러브,2014-02-20,코미디/드라마/멜로/로맨스,en,드라마/로맨스/멜로/코미디,en
킹오브프리즘샤이니세븐스타즈,2019-03-07,애니메이션,ja,애니메이션,ja
캡틴샤키,2018-11-22,애니메이션/액션/어드벤처,,애니메이션/액션/어드벤처,
청설,2010-06-17,드라마/멜로/로맨스,,드라마/로맨스/멜로,
호비와무지개오아시스대모험,2017-09-07,애니메이션,,애니메이션,
런어웨이즈,2010-06-24,드라마,,드라마,
슈퍼소닉,2016-11-24,다큐멘터리,,다큐멘터리,
블루발렌타인,2012-05-31,드라마/멜로/로맨스,,드라마/로맨스/멜로,
뷰티풀라이,2015-03-26,드라마,en,드라마,en
호비와후후의대모험무지개꽃을구하라,2013-09-26,애니메이션,,애니메이션,
라이드나에게로의여행,2015-07-16,드라마,en,드라마,en
크리드2,2019-02-21,액션/드라마,en/ru,드라마/액션,en/ru
행복한사전,2014-02-20,드라마/코미디,,드라마/코미디,
치코와리타,2012-01-05,애니메이션/멜로/로맨스,,로맨스/멜로/애니메이션,
고양이를빌려드립니다,2012-12-13,드라마/코미디,ja,드라마/코미디,ja
캡틴판타스틱,2016-11-30,드라마,eo/ en,드라마, en/eo
버진스노우,2014-12-10,미스터리/드라마,en,드라마/미스터리,en
로즈,2017-04-12,멜로/로맨스/드라마,de/en,드라마/로맨스/멜로,de/en
mb의추억,2012-10-18,다큐멘터리,ko,다큐멘터리,ko
하나와미소시루,2016-04-27,가족/드라마,ja,가족/드라마,ja
사랑이이긴다,2015-09-10,가족/드라마,ko,가족/드라마,ko
토이가디언즈,2018-03-15,애니메이션,,애니메이션,
군산거위를노래하다,2018-11-08,드라마,ko,드라마,ko
이민자,2015-09-03,드라마/미스터리/멜로/로맨스,,드라마/로맨스/멜로/미스터리,
러블리스틸,2010-12-23,드라마/멜로/로맨스,,드라마/로맨스/멜로,
나쁜놈은죽는다,2016-02-04,코미디/액션,ko,액션/코미디,ko
하늘을나는강아지비포와친구들,2014-03-13,애니메이션/어드벤처,,애니메이션/어드벤처,
데드폴,2013-01-23,범죄/드라마/스릴러/액션,,드라마/범죄/스릴러/액션,
비거스플래쉬,2016-08-03,멜로/로맨스,it/en,로맨스/멜로,en/it
빅식,2018-07-18,멜로/로맨스,,로맨스/멜로,
쇼를사랑한남자,2013-10-09,드라마/멜로/로맨스,,드라마/로맨스/멜로,
콜로설,2017-04-20,액션/코미디/SF,en,SF/액션/코미디,en
안녕오케스트라,2013-11-28,다큐멘터리/공연,ko,공연/다큐멘터리,ko
아마데우스감독판,2015-10-29,드라마,,드라마,
피노키오의모험,2014-09-18,애니메이션/어드벤처,de,애니메이션/어드벤처,de
엘리펀트송,2015-06-11,미스터리/드라마,,드라마/미스터리,
공정사회,2013-04-18,드라마/스릴러,ko,드라마/스릴러,ko
어느하녀의일기,2015-08-06,드라마,fr,드라마,fr
갬빗,2013-11-28,코미디/범죄,,범죄/코미디,
춘몽,2016-10-13,드라마,ko,드라마,ko
무수단,2016-03-03,미스터리/스릴러,ko,미스터리/스릴러,ko
리틀보이,2015-12-10,드라마/전쟁,,드라마/전쟁,
너는여기에없었다,2018-10-04,드라마/미스터리/스릴러,en,드라마/미스터리/스릴러,en
유희왕,2010-01-28,애니메이션/액션/어드벤처,,애니메이션/액션/어드벤처,
터치오브라이트,2013-03-14,드라마,,드라마,
브링홈아버지의땅,2016-09-01,다큐멘터리,,다큐멘터리,
유니콘원정대비밀의다이어리,2018-06-21,애니메이션,,애니메이션,
라스트홈,2016-04-07,드라마,en,드라마,en
개구리왕국2,2017-03-23,애니메이션,,애니메이션,
하나와앨리스살인사건,2015-05-27,애니메이션,ja,애니메이션,ja
아티스트봉만대,2013-08-29,코미디,ko,코미디,ko
아노말리사,2016-03-30,애니메이션/코미디/판타지,en,애니메이션/코미디/판타지,en
해피어게인,2018-03-28,드라마,,드라마,
중2병이라도사랑이하고싶어극장판,2014-02-06,애니메이션/멜로/로맨스,,로맨스/멜로/애니메이션,
테레즈라캥,2014-07-10,범죄/드라마/스릴러,en,드라마/범죄/스릴러,en
자객섭은낭,2016-02-04,사극/액션,zh,사극/액션,zh
네이든,2015-06-25,드라마,,드라마,
프로즌그라운드,2014-02-06,스릴러/범죄,,범죄/스릴러,
양지의그녀,2019-03-21,멜로/로맨스/드라마,ja,드라마/로맨스/멜로,ja
위로공단,2015-08-13,다큐멘터리,ko,다큐멘터리,ko
테이킹우드스탁,2010-07-29,코미디/드라마,en,드라마/코미디,en
호비와엄마나무섬의비밀,2015-07-02,애니메이션,,애니메이션,
미스터터너,2015-01-22,드라마,en,드라마,en
산이울다,2016-05-25,드라마/멜로/로맨스,zh,드라마/로맨스/멜로,zh
헤이츠,2012-12-06,스릴러/공포(호러),,공포(호러)/스릴러,
꼬마비행기피티와친구들사막구출대작전,2018-11-22,애니메이션,,애니메이션,
류이치사카모토코다,2018-06-14,다큐멘터리,,다큐멘터리,
토니에드만,2017-03-16,드라마,en/de/ro,드라마,de/en/ro
오직사랑뿐,2018-02-08,드라마/멜로/로맨스,,드라마/로맨스/멜로,
클라라,2010-12-16,드라마,,드라마,
헤어드레서,2011-07-14,드라마/코미디,,드라마/코미디,
해피홀리데이,2015-05-14,코미디/드라마,en,드라마/코미디,en
피치퍼펙트,2013-03-28,코미디/멜로/로맨스,en,로맨스/멜로/코미디,en
피막,2014-09-25,코미디/공포(호러),th,공포(호러)/코미디,th
용서,2010-12-05,다큐멘터리,ko,다큐멘터리,ko
와와의학교가는날,2016-10-27,드라마,,드라마,
원피스3d밀짚모자체이스,2012-01-26,애니메이션/어드벤처/액션,,애니메이션/액션/어드벤처,
터미네이터2심판의날감독판,2013-11-14,액션/SF/스릴러,,SF/스릴러/액션,
임을위한행진곡,2018-05-16,드라마,ko,드라마,ko
베스트오브미,2015-06-18,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
알로슈티,2015-07-02,코미디,,코미디,
밀크,2010-02-25,드라마,en,드라마,en
황금시대,2014-10-16,드라마,zh,드라마,zh
귀,2010-06-10,공포(호러)/스릴러,,공포(호러)/스릴러,
토마스와친구들그레이트레이스,2017-11-30,애니메이션,,애니메이션,
나이트폴,2012-09-27,액션/스릴러/범죄,,범죄/스릴러/액션,
더도어,2010-09-02,드라마/미스터리/SF/스릴러,,SF/드라마/미스터리/스릴러,
어느예술가의마지막일주일,2013-06-20,드라마,,드라마,
봄,2014-11-20,드라마/멜로/로맨스,ko,드라마/로맨스/멜로,ko
런치박스,2014-04-10,멜로/로맨스/드라마,,드라마/로맨스/멜로,
올이즈로스트,2013-11-07,드라마,en,드라마,en
파닥파닥,2012-07-25,애니메이션,ko,애니메이션,ko
귀향끝나지않은이야기,2017-09-14,드라마/다큐멘터리,ko,다큐멘터리/드라마,ko
돌아온다,2017-12-07,드라마,ko,드라마,ko
블랙버드,2015-01-28,드라마,en,드라마,en
48미터,2013-07-04,드라마,ko,드라마,ko
퍼스널쇼퍼,2017-02-09,드라마/스릴러,sv/en/fr,드라마/스릴러,en/fr/sv
내가사는피부,2011-12-29,드라마,,드라마,
아사코,2019-03-14,드라마,ja,드라마,ja
더레이디,2012-09-06,드라마,,드라마,
런던프라이드,2017-04-27,코미디/드라마,en,드라마/코미디,en
온리유,2015-10-15,멜로/로맨스/코미디,,로맨스/멜로/코미디,
사랑은타이핑중,2013-05-22,멜로/로맨스/코미디,,로맨스/멜로/코미디,
안녕전우치도술로봇대결전,2015-10-08,애니메이션,,애니메이션,
용순,2017-06-08,드라마,ko,드라마,ko
아바타정글의비밀,2014-03-27,애니메이션/액션/어드벤처,zh,애니메이션/액션/어드벤처,zh
원스어게인,2012-01-12,드라마/다큐멘터리,,다큐멘터리/드라마,
할리데이,2014-10-16,뮤지컬/멜로/로맨스,,로맨스/멜로/뮤지컬,
새구두를사야해,2013-04-25,멜로/로맨스/드라마,,드라마/로맨스/멜로,
세이빙미스터뱅크스,2014-04-03,코미디/드라마,,드라마/코미디,
킥애스2겁없는녀석들,2013-10-17,액션/코미디/범죄,,범죄/액션/코미디,
내슬픈창녀들의추억,2012-07-19,드라마,,드라마,
트윈스터즈,2016-03-03,다큐멘터리,en,다큐멘터리,en
몰리스게임,2018-09-06,드라마,,드라마,
아유레디,2013-09-26,다큐멘터리,ko,다큐멘터리,ko
콰르텟,2013-03-28,코미디/드라마,,드라마/코미디,
서버비콘,2018-07-12,범죄/미스터리,en,미스터리/범죄,en
서유기리턴즈,2011-02-17,코미디/액션/어드벤처,ko,액션/어드벤처/코미디,ko
사다코2,2014-03-13,공포(호러),,공포(호러),
시선,2014-04-16,드라마,ko,드라마,ko
럼다이어리,2012-09-20,코미디/멜로/로맨스,,로맨스/멜로/코미디,
극장판토리코미식신의스페셜메뉴,2013-11-28,애니메이션/어드벤처,,애니메이션/어드벤처,
레고클러치파워의모험,2010-06-10,애니메이션/액션/가족,,가족/애니메이션/액션,
믿음의승부,2010-04-15,드라마,,드라마,
브로큰시티,2013-04-04,범죄/액션,,범죄/액션,
시인의사랑,2017-09-14,드라마,ko,드라마,ko
코스모폴리스,2013-06-27,드라마,,드라마,
호두까기인형장난감왕국대모험,2016-12-15,애니메이션,,애니메이션,
플레이,2011-06-23,드라마,ko,드라마,ko
엔딩노트,2012-11-29,드라마/다큐멘터리,,다큐멘터리/드라마,
더보이스,2018-08-29,코미디/범죄,en,범죄/코미디,en
미스터라잇,2016-06-16,액션/코미디/멜로/로맨스,en,로맨스/멜로/액션/코미디,en
코파카바나,2011-05-26,드라마,,드라마,
동쪽의에덴극장판더킹오브에덴,2010-01-28,애니메이션/미스터리,,미스터리/애니메이션,
샤넬과스트라빈스키,2011-08-25,드라마/멜로/로맨스,,드라마/로맨스/멜로,
아직끝나지않았다,2018-06-21,드라마/스릴러,,드라마/스릴러,
소나기,2017-08-31,애니메이션,ko,애니메이션,ko
업포러브,2016-12-21,멜로/로맨스/코미디,fr,로맨스/멜로/코미디,fr
공기인형,2010-04-08,드라마/판타지,ja,드라마/판타지,ja
하얀리본,2010-07-01,드라마/미스터리,de/it/la/pl,드라마/미스터리,de/it/la/pl
아픈만큼사랑한다,2019-04-03,다큐멘터리,,다큐멘터리,
트루맛쇼,2011-06-02,다큐멘터리,ko,다큐멘터리,ko
제로포커스,2010-03-25,드라마/미스터리,,드라마/미스터리,
밤의이야기,2012-11-29,애니메이션/판타지,,애니메이션/판타지,
어우동주인없는꽃,2015-01-29,멜로/로맨스,ko,로맨스/멜로,ko
도성풍운3,2016-11-30,코미디/드라마,cn/zh,드라마/코미디,cn/zh
타투,2015-12-10,스릴러,ko,스릴러,ko
조금만더가까이,2010-10-28,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
시민노무현,2019-05-23,다큐멘터리,ko,다큐멘터리,ko
르누아르,2014-02-13,드라마,,드라마,
토마스와친구들블루마운틴미스터리,2013-10-17,애니메이션,,애니메이션,
사라의열쇠,2011-08-11,드라마,,드라마,
쿵푸요가,2017-03-29,액션/어드벤처/코미디,zh/en/hi/pt,액션/어드벤처/코미디,en/hi/pt/zh
고양이춤,2011-11-17,다큐멘터리,ko,다큐멘터리,ko
스코어영화음악의모든것,2017-10-19,다큐멘터리,en,다큐멘터리,en
옷코는초등학생사장님,2019-02-27,애니메이션,,애니메이션,
디태치먼트,2014-05-08,드라마,en,드라마,en
랜드오브마인,2017-04-06,드라마/전쟁,da/en/de,드라마/전쟁,da/de/en
오마이파파,2016-11-10,다큐멘터리,ko,다큐멘터리,ko
세션이남자가사랑하는법,2013-01-17,드라마,,드라마,
내가고백을하면,2012-11-15,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
래빗홀,2011-12-22,드라마,,드라마,
리틀맨하탄,2018-06-27,멜로/로맨스,,로맨스/멜로,
갈매기,2018-12-13,드라마,,드라마,
내친구정일우,2017-10-26,다큐멘터리,ko,다큐멘터리,ko
씨민과나데르의별거,2011-10-13,드라마,fa,드라마,fa
케이크메이커,2018-05-24,드라마/멜로/로맨스,,드라마/로맨스/멜로,
페어리테일봉황의무녀,2013-02-28,애니메이션/판타지,,애니메이션/판타지,
윈터스본,2011-01-20,스릴러/미스터리,en,미스터리/스릴러,en
시스터,2012-08-09,드라마,,드라마,
피쉬와칩스극장판,2014-03-06,애니메이션,,애니메이션,
현기증,2014-11-06,가족/드라마,ko,가족/드라마,ko
결혼하지않아도괜찮을까,2015-04-09,드라마,,드라마,
겁쟁이페달더무비,2016-01-14,애니메이션,,애니메이션,
돈존,2014-01-09,코미디/드라마/멜로/로맨스,en,드라마/로맨스/멜로/코미디,en
차가운장미,2014-05-29,드라마,,드라마,
부릉부릉브루미즈스피더의모험일기,2016-12-15,애니메이션,,애니메이션,
존레논비긴즈노웨어보이,2010-12-09,드라마,,드라마,
미니자이언트,2016-01-28,애니메이션/가족/다큐멘터리,en,가족/다큐멘터리/애니메이션,en
소명하늘의별,2013-03-21,다큐멘터리,,다큐멘터리,
썸니아,2016-05-25,판타지/공포(호러),en,공포(호러)/판타지,en
범죄소년,2012-11-22,드라마,ko,드라마,ko
검은손,2015-04-16,공포(호러),ko,공포(호러),ko
러브어게인,2017-11-16,드라마/코미디/멜로/로맨스,,드라마/로맨스/멜로/코미디,
리틀애쉬달리가사랑한그림,2010-01-14,드라마/사극,,드라마/사극,
트립투스페인,2018-05-17,코미디,,코미디,
디시에르토,2016-10-05,드라마/스릴러,,드라마/스릴러,
주키퍼스와이프,2017-10-12,드라마/전쟁,,드라마/전쟁,
최종병기활감독확장판,2011-10-20,사극/액션,,사극/액션,
야곱신부의편지,2012-05-10,드라마,,드라마,
지미스홀,2014-10-09,드라마,en,드라마,en
핫썸머나이츠,2018-10-18,드라마,en,드라마,en
더게스트,2018-09-12,공포(호러)/스릴러,,공포(호러)/스릴러,
멜리스,2016-02-11,공포(호러)/스릴러,ko,공포(호러)/스릴러,ko
슈퍼히어로,2013-07-31,애니메이션/SF/어드벤처,,SF/애니메이션/어드벤처,
오루시,2018-06-28,멜로/로맨스/코미디,,로맨스/멜로/코미디,
황제펭귄펭이와솜이,2012-08-08,다큐멘터리,ko,다큐멘터리,ko
타이치03d,2013-07-04,코미디/액션,,액션/코미디,
해피해피브레드,2012-06-28,드라마,,드라마,
조난자들,2014-03-06,미스터리/스릴러,,미스터리/스릴러,
출동소방관샘외계인대소동,2018-11-08,애니메이션,,애니메이션,
살인마잭의집,2019-02-21,드라마/공포(호러)/스릴러,en/de/it,공포(호러)/드라마/스릴러,de/en/it
심플라이프,2012-11-22,드라마,,드라마,
아뉴스데이,2017-03-30,드라마,pl/fr,드라마,fr/pl
키즈모노가타리iii냉혈편,2017-05-18,애니메이션/드라마/액션/판타지,,드라마/애니메이션/액션/판타지,
카이트,2015-06-11,범죄/액션,,범죄/액션,
곤충왕국3d,2014-08-14,다큐멘터리,,다큐멘터리,
나루토질풍전극장판4더로스트타워,2010-12-02,애니메이션,,애니메이션,
공동정범,2018-01-25,다큐멘터리,ko,다큐멘터리,ko
마일스,2016-08-10,드라마,,드라마,
극장판메이저우정의강속구,2011-10-20,애니메이션,,애니메이션,
닐스의모험,2014-02-27,애니메이션/어드벤처/판타지/가족,,가족/애니메이션/어드벤처/판타지,
몽키킹2서유기여정의시작,2016-05-19,액션/판타지,zh,액션/판타지,zh
라우더댄밤즈,2016-10-27,드라마,en/fr,드라마,en/fr
와즈다,2014-06-19,드라마,,드라마,
익스트림no13,2012-10-03,스릴러,,스릴러,
소라닌,2010-08-26,드라마,,드라마,
무산일기,2011-04-14,드라마,ko,드라마,ko
춤추는꿈틀이밴드,2010-02-04,애니메이션/가족/코미디,,가족/애니메이션/코미디,
블러바드,2015-08-13,드라마,de/en,드라마,de/en
내가죽기전에,2017-12-21,공포(호러)/스릴러,,공포(호러)/스릴러,
바티칸뮤지엄,2015-01-08,다큐멘터리,,다큐멘터리,
우리는같은꿈을꾼다,2017-11-30,드라마,hu,드라마,hu
두개의사랑,2017-12-28,스릴러,fr,스릴러,fr
엔드오브왓치,2012-12-06,범죄/드라마/미스터리/스릴러/액션,,드라마/미스터리/범죄/스릴러/액션,
손오공돌원숭이의탄생,2012-09-13,애니메이션,ja,애니메이션,ja
사랑이이끄는대로,2016-09-01,코미디,,코미디,
모래가흐르는강,2013-03-28,다큐멘터리,ko,다큐멘터리,ko
퇴마전마령검의비밀,2015-08-27,판타지,,판타지,
토이무비미래대모험,2018-10-03,애니메이션/어드벤처,,애니메이션/어드벤처,
써드퍼슨감독판,2015-05-28,드라마/미스터리/멜로/로맨스,,드라마/로맨스/멜로/미스터리,
밤쉘,2018-06-07,다큐멘터리,,다큐멘터리,
비지터,2012-11-08,드라마/코미디,,드라마/코미디,
나의살던고향은,2016-11-24,다큐멘터리,,다큐멘터리,
파워캐치완다버그본의지구습격,2017-03-09,애니메이션/액션/어드벤처,,애니메이션/액션/어드벤처,
이웃집스타,2017-09-21,코미디,ko,코미디,ko
라이크크레이지,2018-05-30,드라마/멜로/로맨스,,드라마/로맨스/멜로,
혜화동,2011-02-17,드라마,ko,드라마,ko
아이스맨,2014-03-27,범죄/드라마/스릴러,,드라마/범죄/스릴러,
말리,2012-08-02,드라마/다큐멘터리,,다큐멘터리/드라마,
일곱개의대죄천공의포로,2018-11-29,애니메이션/판타지,,애니메이션/판타지,
더미드와이프,2018-03-22,드라마/코미디,,드라마/코미디,
택시5,2018-11-22,액션/어드벤처/코미디,,액션/어드벤처/코미디,
다시뜨겁게사랑하라,2013-01-03,드라마/멜로/로맨스,,드라마/로맨스/멜로,
레더페이스,2018-01-25,공포(호러)/스릴러,,공포(호러)/스릴러,
파리폴리,2015-02-26,드라마,,드라마,
제7기사단,2015-09-10,액션/어드벤처,,액션/어드벤처,
극장판빰바라빤쮸바나나왕국의비밀,2017-02-22,애니메이션/어드벤처,,애니메이션/어드벤처,
영웅본색4,2018-03-22,액션/스릴러,,스릴러/액션,
파라노만,2013-02-07,애니메이션,,애니메이션,
살아남은아이,2018-08-30,드라마,ko,드라마,ko
사랑해매기,2016-07-27,코미디/드라마,es/en,드라마/코미디,en/es
직지코드,2017-06-28,다큐멘터리,en/ko,다큐멘터리,en/ko
내남자의순이,2010-05-27,코미디,ko,코미디,ko
미래는고양이처럼,2012-05-17,드라마,,드라마,
슈퍼레이서엔지,2015-09-10,애니메이션,,애니메이션,
518힌츠페터스토리,2018-05-17,다큐멘터리,de/en/ko,다큐멘터리,de/en/ko
아키라,2017-08-31,애니메이션/SF,,SF/애니메이션,
백투더씨,2014-08-21,애니메이션,,애니메이션,
르아브르,2011-12-08,드라마,,드라마,
리틀포레스트2겨울과봄,2015-05-14,드라마,ja,드라마,ja
유아넥스트,2014-08-07,공포(호러)/액션,,공포(호러)/액션,
샤인어라이트1st지드래곤콘서트,2010-04-15,다큐멘터리,,다큐멘터리,
추적자,2014-03-06,범죄/드라마/액션,ja,드라마/범죄/액션,ja
어퍼펙트데이,2017-09-21,드라마,,드라마,
메리셸리프랑켄슈타인의탄생,2018-12-20,드라마/멜로/로맨스,,드라마/로맨스/멜로,
우주로봇씨어,2015-03-12,애니메이션,,애니메이션,
세일즈맨,2017-05-11,드라마,fa,드라마,fa
해피버스데이,2017-09-28,드라마/멜로/로맨스,,드라마/로맨스/멜로,
로봇앤프랭크,2013-01-17,코미디/드라마/SF,,SF/드라마/코미디,
트라이브,2015-01-29,드라마,xx,드라마,xx
셉템버이슈,2010-01-28,다큐멘터리,,다큐멘터리,
빅토리아압둘,2017-10-25,드라마,,드라마,
당신에게도사랑이다시찾아올까요,2013-10-17,멜로/로맨스/드라마,,드라마/로맨스/멜로,
토마스와친구들우정의대모험,2018-12-13,애니메이션/어드벤처,,애니메이션/어드벤처,
에이미,2015-11-05,다큐멘터리,,다큐멘터리,
아이토냐,2018-03-08,드라마,,드라마,
최후의툰드라극장판,2011-02-17,다큐멘터리,,다큐멘터리,
피의연대기,2018-01-18,다큐멘터리,ko,다큐멘터리,ko
일대일,2014-05-22,드라마,ko,드라마,ko
그사람추기경,2014-08-06,다큐멘터리,ko,다큐멘터리,ko
드래프트데이,2014-07-10,드라마,en,드라마,en
네루다,2017-05-25,스릴러/드라마,,드라마/스릴러,
오버더펜스,2017-03-16,드라마,ja,드라마,ja
나비잠,2018-09-06,멜로/로맨스,ja,로맨스/멜로,ja
인디아일,2018-11-22,드라마,de,드라마,de
폴라로이드,2015-07-16,드라마/가족,ko,가족/드라마,ko
량강도아이들,2011-11-17,코미디/가족/드라마,,가족/드라마/코미디,
세번째사랑,2012-01-12,멜로/로맨스/드라마,,드라마/로맨스/멜로,
배드사마리안,2018-10-18,스릴러/공포(호러),,공포(호러)/스릴러,
사랑은비가갠뒤처럼,2019-02-07,드라마,ja,드라마,ja
눈발,2017-03-01,드라마,ko,드라마,ko
나의어머니,2015-08-20,드라마,en/it,드라마,en/it
타이페이카페스토리,2011-07-07,드라마/멜로/로맨스,,드라마/로맨스/멜로,
테라3d인류최후의전쟁,2010-11-04,애니메이션/어드벤처/판타지/액션,,애니메이션/액션/어드벤처/판타지,
미안해고마워,2011-05-26,드라마,ko,드라마,ko
노라없는5일,2010-10-21,드라마,,드라마,
잉글랜드이즈마인,2018-07-05,드라마,,드라마,
에델과어니스트,2018-05-10,애니메이션/드라마,,드라마/애니메이션,
데저트플라워,2010-04-22,드라마,,드라마,
정글북,2017-05-18,애니메이션,,애니메이션,
어바웃레이,2016-11-24,코미디/드라마,en,드라마/코미디,en
바다의노래벤과셀키요정의비밀,2016-01-14,애니메이션/가족/판타지,en,가족/애니메이션/판타지,en
신화라이브3d더레전드컨티뉴스,2014-12-11,공연/다큐멘터리,,공연/다큐멘터리,
두아내,2014-03-17,멜로/로맨스,ko,로맨스/멜로,ko
루르드,2011-02-17,드라마,,드라마,
출동도토리구조대,2019-03-28,애니메이션,,애니메이션,
재스퍼,2011-08-17,애니메이션,,애니메이션,
콰이어트원,2014-09-18,공포(호러),en,공포(호러),en
김군,2019-05-23,다큐멘터리,ko,다큐멘터리,ko
천번의굿나잇,2014-07-03,드라마,,드라마,
오만과편견그리고좀비,2016-05-25,액션/공포(호러)/멜로/로맨스,,공포(호러)/로맨스/멜로/액션,
마신자빨간옷소녀의저주,2016-07-21,공포(호러),zh,공포(호러),zh
디올앤아이,2015-08-06,다큐멘터리,,다큐멘터리,
메탈리카스루더네버,2013-11-14,뮤지컬/액션,,뮤지컬/액션,
내이름은꾸제트,2017-03-09,애니메이션/가족,fr,가족/애니메이션,fr
말괄량이마녀로비와숲속친구들,2017-11-09,애니메이션/가족,,가족/애니메이션,
쉐프,2013-05-30,코미디,,코미디,
엘리노어릭비그남자,2015-04-09,드라마,,드라마,
