,?MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
369,라스트에어벤더,2010-08-19,미국,씨제이엔터테인먼트
370,기억의밤,2017-11-29,한국,메가박스중앙(주)플러스엠/주식회사 키위컴퍼니
371,골든슬럼버,2018-02-14,한국,씨제이이앤엠(주)
372,램페이지,2018-04-12,미국,워너브러더스 코리아(주)
373,해피데스데이,2017-11-08,미국,유니버설픽쳐스인터내셔널 코리아(유)
374,폼페이최후의날,2014-02-20,독일/미국,롯데쇼핑㈜롯데엔터테인먼트
375,브이아이피,2017-08-23,한국,워너브러더스 코리아(주)
376,특별시민,2017-04-26,한국,(주)쇼박스
377,퓨리,2014-11-20,미국/영국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
378,차형사,2012-05-30,한국,씨제이이앤엠(주)
379,은교,2012-04-25,한국,롯데쇼핑㈜롯데엔터테인먼트
380,궁합,2018-02-28,한국,씨제이이앤엠(주)
381,신들의전쟁,2011-11-10,미국,(주)넥스트엔터테인먼트월드(NEW)
382,오션스8,2018-06-13,미국,워너브러더스 코리아(주)
383,미스터고,2013-07-17,중국/한국,(주)쇼박스
384,굿다이노,2016-01-07,미국,월트디즈니컴퍼니코리아(주)
385,드라큘라전설의시작,2014-10-08,미국,유니버설픽쳐스인터내셔널 코리아(유)
386,사라진밤,2018-03-07,한국,씨네그루(주)키다리이엔티
387,가디언즈오브갤럭시,2014-07-31,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
388,간첩,2012-09-20,한국,롯데쇼핑㈜롯데엔터테인먼트
389,월드인베이젼,2011-03-10,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
390,에이리언커버넌트,2017-05-09,뉴질랜드/미국/호주,이십세기폭스코리아(주)
391,장산범,2017-08-17,한국,(주)넥스트엔터테인먼트월드(NEW)
392,셜록유령신부,2016-01-02,영국,메가박스중앙(주)플러스엠
393,소스코드,2011-05-04,미국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
394,간기남,2012-04-11,한국,(주)쇼박스
395,기생충,2019-05-30,한국,씨제이이앤엠(주)
396,육혈포강도단,2010-03-18,한국,롯데쇼핑㈜롯데엔터테인먼트
397,메리다와마법의숲,2012-09-27,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
398,심야의fm,2010-10-14,한국,롯데쇼핑㈜롯데엔터테인먼트
399,특별수사사형수의편지,2016-06-16,한국,(주)넥스트엔터테인먼트월드(NEW)
400,찌라시위험한소문,2014-02-20,한국,씨제이이앤엠(주)
401,토탈리콜,2012-08-15,미국/캐나다,한국소니픽쳐스릴리징브에나비스타영화㈜
402,결혼전야,2013-11-21,한국,씨너스엔터테인먼트(주)
403,레지던트이블4끝나지않은전쟁3d,2010-09-16,독일/미국/영국,한국소니픽쳐스릴리징브에나비스타영화㈜
404,엘리시움,2013-08-29,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
405,악녀,2017-06-08,한국,(주)넥스트엔터테인먼트월드(NEW)
406,깡철이,2013-10-02,한국,씨제이이앤엠(주)
407,시간이탈자,2016-04-13,한국,씨제이이앤엠(주)
408,r2b리턴투베이스,2012-08-15,한국,씨제이이앤엠(주)
409,해빙,2017-03-01,한국,롯데쇼핑㈜롯데엔터테인먼트
410,더웹툰예고살인,2013-06-27,한국,씨제이이앤엠(주)
411,생일,2019-04-03,한국,(주)넥스트엔터테인먼트월드(NEW)
412,바람바람바람,2018-04-05,한국,(주)넥스트엔터테인먼트월드(NEW)
413,나니아연대기새벽출정호의항해,2010-12-08,미국,이십세기폭스코리아(주)
414,빅매치,2014-11-27,한국,(주)넥스트엔터테인먼트월드(NEW)
415,웜바디스,2013-03-14,미국,씨제이이앤엠(주)
416,당신거기있어줄래요,2016-12-14,한국,롯데쇼핑㈜롯데엔터테인먼트
417,동주,2016-02-17,한국,메가박스중앙(주)플러스엠
418,돈의맛,2012-05-17,필리핀/한국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
419,워크래프트전쟁의서막,2016-06-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
420,장수상회,2015-04-09,한국,씨제이이앤엠(주)
421,가문의영광5가문의귀환,2012-12-19,한국,롯데쇼핑㈜롯데엔터테인먼트
422,슬로우비디오,2014-10-02,한국,이십세기폭스코리아(주)
423,스타트렉비욘드,2016-08-17,미국,롯데쇼핑㈜롯데엔터테인먼트
424,항거유관순이야기,2019-02-27,한국,롯데컬처웍스(주)롯데엔터테인먼트
425,미씽사라진여자,2016-11-30,한국,메가박스중앙(주)플러스엠
426,잃어버린세계를찾아서2신비의섬,2012-01-19,미국,워너브러더스 코리아(주)
427,용서는없다,2010-01-07,한국,(주)시네마서비스
428,고령화가족,2013-05-09,한국,씨제이이앤엠(주)
429,김종욱찾기,2010-12-08,인도/한국,씨제이엔터테인먼트
430,하루,2017-06-15,한국,CGV아트하우스
431,헝거게임캣칭파이어,2013-11-21,미국,롯데쇼핑㈜롯데엔터테인먼트
432,챔피언,2018-05-01,한국,워너브러더스 코리아(주)
433,성난변호사,2015-10-08,한국,씨제이이앤엠(주)
434,특수본,2011-11-24,한국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
435,라이트아웃,2016-08-24,미국,워너브러더스 코리아(주)
436,회사원,2012-10-11,한국,(주)쇼박스
437,간신,2015-05-21,한국,롯데쇼핑㈜롯데엔터테인먼트
438,박물관이살아있다비밀의무덤,2015-01-14,미국/영국,이십세기폭스코리아(주)
439,베스트셀러,2010-04-15,한국,(주)시너지하우스 (시너지)
440,마루밑아리에티,2010-09-09,일본,씨제이엔터테인먼트
441,퍼시픽림업라이징,2018-03-21,미국,유니버설픽쳐스인터내셔널 코리아(유)
442,가디언즈,2012-11-29,미국,씨제이이앤엠(주)
443,더울버린,2013-07-25,미국,이십세기폭스코리아(주)
444,몬스터호텔3,2018-08-08,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
445,오빠생각,2016-01-21,한국,(주)넥스트엔터테인먼트월드(NEW)
446,날보러와요,2016-04-07,한국,메가박스중앙(주)플러스엠
447,수상한고객들,2011-04-14,한국,씨제이이앤엠(주)
448,그놈이다,2015-10-28,한국,CGV아트하우스
449,동창생,2013-11-06,한국,(주)쇼박스
450,슈퍼배드,2010-09-16,미국,유니버설픽쳐스인터내셔널 코리아(유)
451,점박이한반도의공룡3d,2012-01-26,한국,씨제이이앤엠(주)
452,파괴된사나이,2010-07-01,한국,(주)시너지하우스 (시너지)
453,지오스톰,2017-10-19,미국,워너브러더스 코리아(주)
454,오직그대만,2011-10-20,한국,(주)쇼박스
455,개구쟁이스머프,2011-08-11,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
456,로그원스타워즈스토리,2016-12-28,미국,월트디즈니컴퍼니코리아 유한책임회사
457,본레거시,2012-09-06,미국,유니버설픽쳐스인터내셔널 코리아(유)
458,더넌,2018-09-19,미국,워너브러더스 코리아(주)
459,심장이뛴다,2011-01-05,한국,롯데쇼핑㈜롯데엔터테인먼트
460,셔터아일랜드,2010-03-18,미국,씨제이엔터테인먼트
461,라푼젤,2011-02-10,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
462,스카이스크래퍼,2018-07-11,미국,유니버설픽쳐스인터내셔널 코리아(유)
463,맨인더다크,2016-10-05,미국,유니버설픽쳐스인터내셔널 코리아(유)
464,염력,2018-01-31,한국,(주)넥스트엔터테인먼트월드(NEW)
465,방가방가,2010-09-30,한국,(주)시너지하우스 (시너지)
466,방황하는칼날,2014-04-10,한국,씨제이이앤엠(주)
467,시체가돌아왔다,2012-03-29,한국,씨제이이앤엠(주)
468,미쓰와이프,2015-08-13,한국,메가박스중앙(주)플러스엠
469,파퍼씨네펭귄들,2011-09-07,미국,이십세기폭스코리아(주)
470,로보캅,2014-02-13,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
471,원더풀라디오,2012-01-05,한국,(주)쇼박스
472,돈크라이마미,2012-11-22,한국,(주)에스비에스콘텐츠허브
473,에픽숲속의전설,2013-08-07,미국,이십세기폭스코리아(주)
474,고산자대동여지도,2016-09-07,한국,씨제이이앤엠(주)
475,우리는형제입니다,2014-10-23,한국,(주)쇼박스
476,프로메테우스,2012-06-06,미국,이십세기폭스코리아(주)
477,전국노래자랑,2013-05-01,한국,롯데쇼핑㈜롯데엔터테인먼트
478,스타워즈라스트제다이,2017-12-14,미국,월트디즈니컴퍼니코리아 유한책임회사
479,잭더자이언트킬러,2013-02-28,미국,워너브러더스 코리아(주)
480,허삼관,2015-01-14,한국,(주)넥스트엔터테인먼트월드(NEW)
481,스텝업4레볼루션,2012-08-15,미국,롯데쇼핑㈜롯데엔터테인먼트
482,불한당나쁜놈들의세상,2017-05-17,한국,씨제이이앤엠(주)
483,새미의어드벤쳐,2010-12-15,벨기에,씨제이엔터테인먼트
484,월터의상상은현실이된다,2013-12-31,미국,글뫼 주식회사/이십세기폭스코리아(주)
485,크루즈패밀리,2013-05-16,미국,씨제이이앤엠(주)
486,미비포유,2016-06-01,미국,워너브러더스 코리아(주)
487,평행이론,2010-02-18,한국,씨제이엔터테인먼트
488,어스,2019-03-27,미국,유니버설픽쳐스인터내셔널 코리아(유)
489,뽀로로극장판슈퍼썰매대모험,2013-01-23,한국,씨제이이앤엠(주)
490,애나벨,2014-10-02,미국,워너브러더스 코리아(주)
491,슈퍼배드2,2013-09-12,미국,유니버설픽쳐스인터내셔널 코리아(유)
492,매그니피센트7,2016-09-14,미국,유니버설픽쳐스인터내셔널 코리아(유)
493,갓오브이집트,2016-03-03,미국,(주)나이너스엔터테인먼트/(주)시네마서비스
494,주먹왕랄프,2012-12-19,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
495,투어리스트,2010-12-09,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
496,썬더와마법저택,2013-12-24,벨기에,씨제이이앤엠(주)
497,월요일이사라졌다,2018-02-22,미국/벨기에/영국/프랑스,(주)스마일이엔티
498,점쟁이들,2012-10-03,한국,(주)넥스트엔터테인먼트월드(NEW)
499,인랑,2018-07-25,한국,워너브러더스 코리아(주)
500,타이탄의분노,2012-03-29,미국,워너브러더스 코리아(주)
501,그것,2017-09-06,미국,워너브러더스 코리아(주)
502,몬스터호텔,2013-01-17,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
503,메가마인드,2011-01-13,미국,씨제이엔터테인먼트
504,극장판헬로카봇백악기시대,2018-08-01,한국,(주)넥스트엔터테인먼트월드(NEW)
505,디스민즈워,2012-02-29,미국,이십세기폭스코리아(주)
506,스카이라인,2010-11-24,미국,(주)화앤담이엔티
507,고두번째이야기교생실습,2010-07-28,한국,(주)넥스트엔터테인먼트월드(NEW)
508,열한시,2013-11-28,한국,씨제이이앤엠(주)
509,몬스터대학교,2013-09-12,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
510,개구쟁이스머프2,2013-08-01,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
511,미확인동영상절대클릭금지,2012-05-30,한국,(주)쇼박스
512,오리엔트특급살인,2017-11-29,미국,이십세기폭스코리아(주)
513,레전드오브타잔,2016-06-29,미국,워너브러더스 코리아(주)
514,살인의뢰,2015-03-12,한국,씨네그루(주)다우기술
515,헝거게임모킹제이,2014-11-20,미국,롯데쇼핑㈜롯데엔터테인먼트
516,좋아해줘,2016-02-17,한국,씨제이이앤엠(주)
517,만추,2011-02-17,미국/한국/홍콩,씨제이엔터테인먼트
518,대립군,2017-05-31,한국,이십세기폭스코리아(주)
519,존카터바숨전쟁의서막,2012-03-08,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
520,체포왕,2011-05-04,한국,롯데쇼핑㈜롯데엔터테인먼트
521,손님,2015-07-09,한국,씨제이이앤엠(주)
522,인시디어스3,2015-07-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
523,뽀로로극장판공룡섬대모험,2017-12-07,한국,(주)넥스트엔터테인먼트월드(NEW)
524,남쪽으로튀어,2013-02-06,한국,롯데쇼핑㈜롯데엔터테인먼트
525,베이비드라이버,2017-09-14,영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
526,브리짓존스의베이비,2016-09-28,미국,유니버설픽쳐스인터내셔널 코리아(유)
527,틴틴유니콘호의비밀,2011-12-07,뉴질랜드/미국/벨기에,롯데쇼핑㈜롯데엔터테인먼트
528,하트오브더씨,2015-12-03,미국,워너브러더스 코리아(주)
529,헝거게임더파이널,2015-11-18,미국,롯데쇼핑㈜롯데엔터테인먼트
530,킹스스피치,2011-03-17,영국/호주,(주)화앤담이엔티
531,하늘에서음식이내린다면2,2013-11-21,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
532,카트,2014-11-13,한국,(주)리틀빅픽쳐스
533,a특공대,2010-06-10,미국,이십세기폭스코리아(주)
534,화이트저주의멜로디,2011-06-09,한국,씨제이이앤엠(주)
535,상의원,2014-12-24,한국,(주)쇼박스/(주)와우픽쳐스
536,잭리처,2013-01-17,미국,씨제이이앤엠(주)
537,관능의법칙,2014-02-13,한국,롯데쇼핑㈜롯데엔터테인먼트
538,그랜드부다페스트호텔,2014-03-20,독일/미국,(주)피터팬픽쳐스/이십세기폭스코리아(주)
539,푸른소금,2011-08-31,필리핀/한국,씨제이이앤엠(주)
540,나는왕이로소이다,2012-08-08,한국,롯데쇼핑㈜롯데엔터테인먼트
541,상류사회,2018-08-29,한국,롯데컬처웍스(주)롯데엔터테인먼트
542,레슬러,2018-05-09,한국,롯데쇼핑㈜롯데엔터테인먼트
543,토르마법망치의전설,2012-02-09,아이슬란드,(주)스마일이엔티/롯데쇼핑㈜롯데엔터테인먼트
544,레지던트이블파멸의날,2017-01-25,독일/미국/캐나다/프랑스/호주,유니버설픽쳐스인터내셔널 코리아(유)
545,공각기동대고스트인더쉘,2017-03-29,미국,롯데쇼핑㈜롯데엔터테인먼트
546,뽀로로극장판보물섬대모험,2019-04-25,한국,(주)넥스트엔터테인먼트월드(NEW)
547,리오2,2014-05-01,미국,이십세기폭스코리아(주)
548,스플릿,2016-11-09,한국,오퍼스픽쳐스(유)
549,안녕헤이즐,2014-08-13,미국,이십세기폭스코리아(주)
550,주유소습격사건2,2010-01-21,한국,(주)시네마서비스
551,런던해즈폴른,2016-03-10,미국/영국,메가박스중앙(주)플러스엠
552,더파이브,2013-11-14,한국,씨제이이앤엠(주)
553,스파이더맨뉴유니버스,2018-12-12,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
554,물괴,2018-09-12,한국,롯데컬처웍스(주)롯데엔터테인먼트/씨네그루(주)키다리이엔티
555,미쓰백,2018-10-11,한국,(주)리틀빅픽쳐스
556,신데렐라,2015-03-19,미국,월트디즈니컴퍼니코리아(주)
557,풍산개,2011-06-23,한국,(주)넥스트엔터테인먼트월드(NEW)
558,고질라,2014-05-15,미국,워너브러더스 코리아(주)
559,마음이2,2010-07-21,중국/한국,롯데쇼핑㈜롯데엔터테인먼트
560,국가대표2,2016-08-10,한국,메가박스중앙(주)플러스엠
561,내깡패같은애인,2010-05-20,한국,롯데쇼핑㈜롯데엔터테인먼트
562,트랜센던스,2014-05-14,미국,롯데쇼핑㈜롯데엔터테인먼트
563,통증,2011-09-07,한국,롯데쇼핑㈜롯데엔터테인먼트
564,인페르노,2016-10-19,미국/일본/터키/헝가리,유니버설픽쳐스인터내셔널 코리아(유)
565,스텝업3d,2010-08-05,미국,(주)화앤담이엔티
566,픽셀,2015-07-16,미국,유니버설픽쳐스인터내셔널 코리아(유)
567,앵그리버드더무비,2016-05-19,미국/핀란드,유니버설픽쳐스인터내셔널 코리아(유)
568,신비아파트금빛도깨비와비밀의동굴,2018-07-25,한국,씨제이이앤엠(주)
569,트롤,2017-02-16,미국,씨제이이앤엠(주)
570,고양이죽음을보는두개의눈,2011-07-07,한국,(주)넥스트엔터테인먼트월드(NEW)
571,패신저스,2017-01-04,미국,유니버설픽쳐스인터내셔널 코리아(유)
572,퍼스트맨,2018-10-18,미국,유니버설픽쳐스인터내셔널 코리아(유)
573,하늘에서음식이내린다면,2010-02-11,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
574,삼총사3d,2011-10-12,독일/영국/프랑스,롯데쇼핑㈜롯데엔터테인먼트
575,열정같은소리하고있네,2015-11-25,한국,(주)넥스트엔터테인먼트월드(NEW)
576,아이엠넘버포,2011-02-24,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
577,엔더스게임,2013-12-31,미국,롯데쇼핑㈜롯데엔터테인먼트
578,그날의분위기,2016-01-14,한국,(주)쇼박스
579,오션스,2010-07-28,프랑스,롯데쇼핑㈜롯데엔터테인먼트
580,아빠는딸,2017-04-12,한국,메가박스중앙(주)플러스엠
581,사냥,2016-06-29,한국,롯데쇼핑㈜롯데엔터테인먼트
