MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
살인자의기억법새로운기억,2017-11-01,한국,(주)쇼박스
파리의한국남자,2016-01-28,한국,(주)모멘텀엔터테인먼트
굿바이평양,2011-03-03,한국,(주)키노아이디엠씨
전국천하영웅의시대,2013-05-16,중국,(유)조이앤컨텐츠그룹
지킬앤하이드,2013-03-06,미국,(주)인스터피씨엠
실버벨,2016-12-15,미국,(재)CBS
롱폴링,2012-10-25,프랑스,(주)스크린와이즈
나와봄날의약속,2018-06-28,한국,씨네그루(주)키다리이엔티
삼국무영자,2018-12-13,중국,(주)제이앤씨미디어그룹
굿바이보이,2011-06-02,한국,㈜인디스토리
더원아이러브,2015-11-05,미국,(주)팝엔터테인먼트
히치콕트뤼포,2016-08-25,프랑스/미국,(주)영화사 안다미로
이것이우리의끝이다,2014-06-26,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
오장군의발톱,2018-08-15,한국,상남영화제작소
폴링스노우,2017-02-09,영국,주식회사 디에스이이디
엽문4종극일전,2013-06-27,홍콩,(주)소나무픽쳐스
시간을달리는소녀,2011-03-24,일본,예지림엔터테인먼트
집의시간들,2018-10-25,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
내일의죠,2011-06-30,일본,(주)미디어데이
남쪽으로간다,2012-11-15,한국,(주)시네마달
바비,2010-02-04,미국,주식회사 마운틴픽쳐스
고양이장례식,2015-01-15,한국,(주)인디플러그
재키앤라이언,2015-11-19,미국,(주)팝엔터테인먼트
당신을오랫동안사랑했어요,2010-01-07,프랑스,주식회사 마운틴픽쳐스
레디액션청춘,2014-11-13,한국,(주)인벤트스톤
아이다,2019-02-02,미국,(주)인스터피씨엠
우리가들려줄이야기,2014-03-13,캐나다,(주)영화사 조제
나이트오브컵스,2015-11-12,미국,(주)프레인글로벌
에벌리,2015-06-04,미국,와이드 릴리즈(주)
밀양아리랑,2015-07-16,한국,(주)시네마달
세컨드마더,2015-11-12,브라질,(주)블룸즈베리리소시스리미티드
기동전사건담디오리진탄생붉은혜성,2018-06-13,일본,(주)디스테이션
퍼스널이펙츠,2012-01-26,미국,프리비젼엔터테인먼트
제7의봉인,2012-05-10,스웨덴,㈜영화사 백두대간
시간의종말,2016-11-03,한국,(주)영화사 진진
플래티나데이터,2013-12-12,일본,(주)미디어데이
레인보우,2010-11-18,한국,㈜인디스토리
rec알이씨,2011-11-24,한국,(주)영화사 진진
미이라피라미드의비밀,2014-07-31,미국/독일,(주)소나무픽쳐스
설해,2015-01-08,한국,(주)마인스 엔터테인먼트/주식회사 마운틴픽쳐스
언애듀케이션,2010-03-18,영국,한국소니픽쳐스릴리징브에나비스타영화㈜
파리투마르세유2주간의여행,2017-09-07,프랑스,(주)디스테이션/(주)브리즈픽처스
불청객,2010-09-30,한국,(주)이모션픽처스
바쿠만,2016-04-21,일본,(주)디스테이션
월터교수의마지막강의,2016-03-17,미국,주식회사 씨네룩스
토리노의말,2012-02-23,헝가리/프랑스/독일/스위스/미국,(재)전주국제영화제조직위원회
미앤유,2014-02-27,이탈리아,오드
그녀가부른다,2013-12-26,한국,(주)미디어데이
나부야나부야,2018-09-20,한국,㈜인디스토리
이티피페스티벌08x09서태지,2013-05-03,한국,(주)서태지컴퍼니
부모님과이혼하는방법,2016-05-12,미국,주식회사 씨네룩스
쇼콜라,2017-03-09,프랑스,판씨네마(주)
앵두야연애하자,2013-06-06,한국,홀리가든/주식회사 마운틴픽쳐스
언더더스킨,2014-07-17,영국,씨네그루(주)다우기술
콜드워,2013-09-05,홍콩,(주)앤드플러스미디어웍스
하우투비,2010-01-28,영국,실버스푼
굿타임,2018-01-04,미국,(주)드림팩트엔터테인먼트
막다른골목의추억,2019-04-04,한국/일본,(주)트리플픽쳐스
분장,2017-09-27,한국,무브먼트
밍크코트,2012-01-12,한국,㈜인디스토리
여배우공작단,2014-06-19,한국,(주)케이알씨지
괴물들,2018-03-08,한국,(주)리틀빅픽쳐스
아이엠호프맨,2017-11-16,한국,52DAYS FILM
이웃집좀비,2010-02-18,한국,㈜인디스토리
토미카무비,2014-12-11,일본,(주)머스트씨무비릴리징컴퍼니
진저앤로사,2014-05-15,영국,그린나래미디어(주)
릴라와마법의책,2018-11-08,콜롬비아/우루과이,(주)영화사오원
겁쟁이페달리라이드,2016-01-14,일본,(주)미디어캐슬
줄탁동시,2012-03-01,한국,㈜인디스토리
창피해,2011-12-08,한국,주식회사 마운틴픽쳐스
팬텀라스트커맨더,2013-07-04,미국,브릿지웍스 엔터테인먼트(주)
중화명탐정,2013-07-26,중국,(주)소나무픽쳐스
여배우는너무해,2014-02-27,한국,(주)인벤트스톤
디테일스,2013-04-11,미국,예지림엔터테인먼트
샤크어택,2014-09-04,캐나다,(주)소나무픽쳐스
깨끗하고연약한,2014-10-30,일본,(유)영화사 화수분
노조키메,2016-08-10,일본,브릿지웍스 엔터테인먼트(주)
마술피리,2014-08-02,독일,(주)쓰리캣프로덕션
바람의검심,2013-01-03,일본,(주)도키엔터테인먼트/예지림엔터테인먼트
사이즈의문제,2010-04-15,이스라엘,프리비젼엔터테인먼트
조류인간,2015-02-26,한국,(주) 루스이소니도스
백설공주의마지막키스,2014-05-01,스페인/프랑스/벨기에,㈜영화사 백두대간
히어애프터,2016-05-12,폴란드/스웨덴/프랑스,(주)엣나인필름
온더로드,2014-03-27,미국/프랑스/영국,하준사
뮤즈드론즈월드투어실황,2018-07-12,영국,에스디시코리아 주식회사
더크로니클뮤턴트의반격,2015-11-12,일본,(주)영화사오원
엘로이즈그녀들의사랑,2014-02-06,스페인,스크린조이
바람에젖은여자,2017-05-25,일본,(주)오렌지옐로우하임/홀리가든
내아내와결혼해주세요,2017-05-18,일본,(주)스마일이엔티
오마르,2015-02-05,팔레스타인,(주)판다미디어
사토미를찾아라,2014-10-16,한국,브릿지웍스 엔터테인먼트(주)
미스테리어스스킨,2017-11-23,미국/네덜란드,찬란
파밍보이즈,2017-07-13,한국,(주)영화사 진진
이로도리인생2막,2013-09-27,일본,다솔기획/(주)추억을 파는 극장
브로큰,2013-07-18,영국,판씨네마(주)
리틀제이콥,2012-11-08,한국,데이브인터랙티브
죽은자의제국,2016-02-25,일본,(주)프레인글로벌
태극권2014어전시위,2014-10-02,중국,(주)소나무픽쳐스
단델리온더스트,2012-05-10,미국,주식회사 마운틴픽쳐스
매니악슬픈살인의기록,2013-07-04,미국,(주)퍼스트런
대공습,2014-09-25,노르웨이,(주)소나무픽쳐스
플러스원,2014-09-25,미국,(주)팝엔터테인먼트
슈퍼쇼43d,2013-08-08,한국,(주)마인스 엔터테인먼트
히어앤데어,2011-12-15,미국/독일,㈜인디스토리
사랑은부엉부엉,2016-12-29,프랑스,찬란
택시,2015-11-05,이란,주식회사 씨네룩스
미세스하이드,2018-05-31,프랑스,(주)엣나인필름
파티51,2014-12-11,한국,㈜인디스토리
웰컴투사우스,2012-12-13,이탈리아,(주)나이너스엔터테인먼트
꺼져버려종양군,2016-05-12,중국,(주)영화사 빅
메가스파이더,2014-09-12,미국,(주)소나무픽쳐스
살인의강,2010-09-30,한국,주식회사 마운틴픽쳐스
맹글혼,2015-11-26,미국,(주)영화사 빅
일주일간친구,2017-12-28,일본,노바엔터테인먼트 
하나식당,2018-11-22,한국,(주)영화사오원
양의나무,2018-10-18,일본,(주)영화사오원
뷰티풀레이디스,2016-11-10,프랑스,(주)디스테이션
아워즈,2014-04-16,미국,(주)박수엔터테인먼트
다슬이,2011-11-24,한국,어뮤즈
레드툼,2015-07-09,한국,(주)따미픽쳐스
톰오브핀란드,2018-08-30,핀란드/스웨덴/덴마크/독일/미국,아이 엠
해커스,2014-10-01,프랑스,(주)소나무픽쳐스
어떤여인의고백,2013-10-03,프랑스/아프카니스탄,찬란
브레이킹,2014-08-21,미국,(주)에이블엔터테인먼트
계몽영화,2010-09-16,한국,㈜인디스토리
투란도트,2016-02-07,독일,(주)케빈앤컴퍼니
22,2018-08-14,한국/중국,메가박스중앙(주)플러스엠
겁쟁이페달스페어바이크,2016-11-17,일본,(주)미디어캐슬
로크,2014-06-26,미국/영국,(주)팝엔터테인먼트
아메리칸패스토럴,2017-05-25,미국,(주)드림팩트엔터테인먼트
막걸스,2015-05-21,한국,(주)드림팩트엔터테인먼트
호박과마요네즈,2018-09-13,일본,(주)디스테이션
헝그리하트,2016-06-30,이탈리아,찬란
별나라몰리몬스터,2018-11-29,독일/스웨덴/스위스,(주)영화사 빅
독도의영웅들,2016-02-18,한국,퓨어웨이픽쳐스
더홈즈맨,2015-10-08,프랑스/미국,와이드 릴리즈(주)
백자의사람조선의흙이되다,2012-07-12,일본,(주)미로비젼
마담보바리,2015-04-02,프랑스,에이원엔터테인먼트
디브,2016-09-01,아랍에미리트연합국정부/카타르/영국,주식회사 디에스이이디
땅의여자,2010-09-09,한국,시네마달
뉴타입히어로얏타맨,2012-06-21,일본,예지림엔터테인먼트
잔다라더비기닝,2013-09-05,태국,(주)영화사 빅
행복까지30일,2016-06-09,인도,예지림엔터테인먼트/미디어소프트
아기와나,2017-11-23,한국,CGV아트하우스
바비,2012-10-25,한국,(주)미로비젼
마이페어웨딩,2015-06-04,한국,(주)영화사 진진
탱고위드미,2013-08-29,벨기에/프랑스/룩셈부르크,(주)에스와이코마드
피가로의결혼,2015-02-21,미국,(주)인스터피씨엠
레나,2016-05-26,한국,(주)모멘텀엔터테인먼트
마이플레이스,2014-01-30,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
마이보이,2014-04-10,한국,(주)트리필름
극장판꽃이피는첫걸음홈스위트홈,2014-07-17,일본,(주)머스트씨무비/(주)머스트씨무비릴리징컴퍼니
인생면허시험,2015-10-29,미국,예지림엔터테인먼트
노란코끼리,2013-11-14,일본,(주)미디어데이
바빌론의아들,2011-02-24,영국/이라크/프랑스,필름메신저
맨앤치킨,2016-05-04,덴마크/독일,(주)컴퍼니엘
못,2014-11-20,한국,주식회사 마운틴픽쳐스
아쉬람,2010-02-25,캐나다,(주)에스와이코마드
오늘영화,2015-08-20,한국,(주)인디플러그
코리올라누스세기의라이벌,2013-07-11,영국,(주)팝파트너스
나부코,2017-04-01,미국,(주)인스터피씨엠
다른길이있다,2017-01-19,한국,무브먼트/영화사 몸
아이다,2015-07-01,프랑스,에스디시코리아 주식회사
남자와여자,2018-05-31,한국,(주)영화사 그램
마터스,2016-10-20,미국,(주)디스테이션
정사,2014-10-30,한국,(주)소나무픽쳐스
슈퍼피쉬끝없는여정,2013-07-11,한국,주식회사 마운틴픽쳐스/(주)팝엔터테인먼트
리스펙트,2018-11-28,한국,커넥트픽쳐스(주)
호세마리아신부의길,2013-11-28,미국/아르헨티나/스페인,(유)영화사 화수분
모라토리움기의다마코,2014-09-11,일본,오드
투란도트,2016-07-02,미국,(주)인스터피씨엠
두만강,2011-03-17,한국/프랑스/중국,㈜인디스토리
누에치던방,2018-01-31,한국,서울독립영화제/무브먼트
고양이살인사건,2015-09-03,미국,(주)수키픽쳐스
두개의선,2012-02-09,한국,시네마달
이그잼,2010-11-11,영국,(주)에스와이코마드
한나,2018-07-26,이탈리아/프랑스/벨기에,영화사 마농(주)
회오리바람,2010-02-25,한국,(주)영화사 진진
브로큰서클,2013-10-31,벨기에,(주)에스와이코마드
에어라인플라이트,2013-07-18,미국,(유)조이앤컨텐츠그룹
밤섬해적단서울불바다,2017-08-24,한국,찬란
더서치,2019-01-17,프랑스,(주)영화사오원
그들이죽었다,2015-12-10,한국,㈜인디스토리
컷,2012-02-09,일본/프랑스/미국/터키/한국,(주)영화사 조제
펭귄위대한모험2,2018-03-01,프랑스,윤스
체인드,2013-07-18,미국,(주)팝엔터테인먼트
틴토브라스의모든것,2014-10-29,이탈리아,노바엔터테인먼트 
볼쇼이스페셜갈라,2014-02-27,러시아/프랑스,그린나래미디어(주)
메이트,2019-01-17,한국,(주)콘텐츠 난다긴다
마이백페이지,2012-03-15,일본,팝엔터테인먼트/(주)영화사조아
극장판타이거앤버니더라이징,2014-06-19,일본,㈜T-JOY/씨너스엔터테인먼트(주)
메이플쏘프,2018-06-21,미국,오드
치어댄스,2017-09-21,일본,와이드 릴리즈(주)
리틀포레스트사계절,2018-03-22,일본,(주)영화사 진진
드롭박스,2016-05-19,한국/미국,(사)필레마/필름포럼/홀리가든
푸치니의여인,2011-11-17,이탈리아,오드
마농,2015-10-21,프랑스,에스디시코리아 주식회사
안녕나의소녀시절이여,2018-12-12,한국,(주)드림팩트엔터테인먼트
엘불리요리는진행중,2012-09-13,독일,찬란
다이노어드벤처먹이사슬의제왕,2017-04-27,영국,(주)박수엔터테인먼트
케이온,2013-06-13,일본,에이원엔터테인먼트
스틸플라워,2016-04-07,한국,㈜인디스토리
도리안그레이,2013-05-30,영국,(주)영화사 빅
고양이는불러도오지않는다,2016-06-09,일본,(주)디스테이션
위풍당당질리홉킨스,2016-10-26,미국,주식회사 쇼미미디어앤트레이딩
관계,2014-08-27,한국,브릿지웍스 엔터테인먼트(주)
마틸다황제의연인,2018-11-08,러시아,(주)영화사오원
푸른노을,2017-11-23,한국,(주)드림팩트엔터테인먼트
퓨어,2013-06-20,스웨덴,㈜영화사 백두대간
뷰티풀보이스,2019-05-22,한국,(주)스톰픽쳐스코리아/와이드 릴리즈(주)
시칠리아햇빛아래,2017-06-28,홍콩,(주)드림팩트엔터테인먼트
밀레니엄제2부불을가지고노는소녀,2012-03-22,스웨덴/덴마크/독일,팝엔터테인먼트
화이트갓,2015-04-02,헝가리/독일/스웨덴,(주)나이너스엔터테인먼트
히든아이덴티티,2017-10-12,미국,(주)드림팩트엔터테인먼트
아이히만쇼,2017-03-01,영국,(주)디스테이션
아이다라스칼라,2015-12-05,독일,(주)케빈앤컴퍼니
여자들,2017-08-03,한국,㈜인디스토리
레커스,2014-04-03,영국,㈜인디스토리
그녀잉그리드버그만,2015-10-15,스웨덴,찬란
세나f1의신화,2011-10-20,미국,유니버설픽쳐스인터내셔널 코리아(유)
더트랩난간끝에선남자,2013-07-25,미국,스크린조이
레쓰링,2014-09-11,한국,(주)박수엔터테인먼트
질투,2015-04-09,프랑스,찬란
하프웨이,2010-04-29,일본,이미지팩토리
러브,2017-11-02,프랑스,판씨네마(주)
풍경,2013-12-12,한국,㈜인디스토리
플라워즈,2011-05-19,일본,(주)씨네마드마농
망원동인공위성,2015-02-05,한국,(주)시네마달
에덴동물원사수대작전,2015-09-03,일본,(주)팝엔터테인먼트
레트리뷰션응징의날,2016-03-30,스페인,노바엔터테인먼트 
리브어게인,2018-04-26,미국,그린나래미디어(주)
어떤이의꿈,2015-11-26,한국,하준사
식물도감,2018-06-21,일본,(주)라이크 콘텐츠
백설공주살인사건,2015-02-12,일본,주식회사 씨네룩스
히에로니무스보쉬의기이한세계,2018-01-18,영국,메가박스중앙(주)
오텔로,2013-12-21,독일,(주)케빈앤컴퍼니
먹이사슬,2014-09-17,한국,노바엔터테인먼트 
가족시네마,2012-11-08,한국,골든타이드픽처스(주)
반도에살어리랏다,2018-01-25,한국,애니메이션 배급/씨앗
크리미널게임보석사기단,2019-01-23,캐나다,와이드 릴리즈(주)
하루,2013-11-28,일본,(주)미디어데이
브레이븐,2018-09-13,캐나다,글뫼 주식회사
벨빌의세쌍둥이,2016-10-27,프랑스/벨기에/캐나다/영국,찬란
인피니티포스독수리오형제최후의심판,2018-10-18,일본,와이드 릴리즈(주)
굿바이홈런,2013-02-14,한국,시네마달
뮤지엄,2017-05-18,일본,주식회사 더쿱
비바프랑스,2013-08-22,프랑스,(주)미디어데이
헬페스트,2018-12-13,미국,(주)삼백상회
초이스,2018-11-08,미국,(주)박수엔터테인먼트
소성리,2018-08-16,한국,(주)시네마달
학교가는길,2014-11-27,한국,주식회사 마운틴픽쳐스
신밧드의7대모험,2013-08-08,미국,(주)케이알씨지
어느독재자,2017-04-06,프랑스/영국/독일,주식회사 디에스이이디
스파이넥스트도어,2011-12-15,미국,(주)넥스트엔터테인먼트월드(NEW)
갓즈포켓,2016-01-28,미국,와이드 릴리즈(주)
마린스키발레호두까기인형3d,2012-12-06,러시아,(주)인스터피씨엠
토스카,2018-05-05,미국,(주)인스터피씨엠
파이어위드파이어,2013-02-21,미국,(주)영화사폴
선희와슬기,2019-03-27,한국,(주)리틀빅픽쳐스
반드시크게들을것,2010-04-22,한국,㈜인디스토리
블랑섹의기이한모험,2013-02-07,영국,(주)소나무픽쳐스
애프터루시아,2013-09-26,멕시코/프랑스,(주)팝엔터테인먼트
세이브어라이프,2010-11-11,미국,주식회사 마운틴픽쳐스
얼굴들,2019-01-24,한국,(주)시네마달
비트윈랜드앤씨,2018-08-09,아일랜드,주식회사 씨네룩스
당신의세상은지금몇시,2015-11-19,프랑스/이란,알토미디어(주)
외사경찰,2012-11-08,일본,(주)마인스 엔터테인먼트
황제암살단,2014-10-08,베트남,(주)소나무픽쳐스
메이지가알고있었던일,2014-03-27,미국,(주)미디어데이
무사노보우최후의결전,2014-06-05,일본,스크린조이
아이다,2018-04-04,독일,(주)케빈앤컴퍼니
파리오페라,2018-05-17,프랑스,주식회사 더쿱
잠못드는밤,2013-05-30,한국,㈜인디스토리
바다의뚜껑,2016-09-29,일본,(주)영화사 안다미로
반드시크게들을것2wilddays,2012-11-22,한국,㈜인디스토리
다니엘바렌보임과서동시집오케스트라,2012-09-06,독일,(주)영화사 진진
미스진은예쁘다,2013-03-14,한국,어뮤즈
하루,2015-08-06,이란,THE 픽쳐스
원나잇온리,2014-07-03,한국,(주)레인보우팩토리
로스트인베이징,2012-07-12,중국,프리비젼엔터테인먼트
페르소나,2013-07-25,스웨덴,㈜영화사 백두대간
두부요괴,2013-11-28,일본,(주)머스트씨무비
리턴드,2014-10-30,스페인,와이드 릴리즈(주)
아프리칸닥터,2016-11-03,프랑스,M&M 인터내셔널
쇼트피스,2014-04-17,일본,(주)도키엔터테인먼트
우리만난적있나요,2010-11-25,한국,코리아 코어 컨텐츠
나미야잡화점의기적또하나의이야기,2018-11-08,중국,윤스
땡큐포유어서비스,2017-12-07,미국,씨제이이앤엠(주)
벨라키스,2014-07-30,독일,(주)에이블엔터테인먼트
브라더후드,2010-11-18,미국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
시선사이,2016-06-09,한국,(주)영화사 진진
미친개들,2016-07-07,프랑스/캐나다,(주)디스테이션
배드캅,2017-11-07,미국,(주)영화사 안다미로
킹스글레이브파이널판타지xv,2016-08-25,일본,유니버설픽쳐스인터내셔널 코리아(유)
한강에게,2019-04-04,한국,㈜인디스토리
불안한외출,2015-12-10,한국,홀리가든/불안한외출배급위원회
거꾸로된파테마,2014-04-17,일본,에이원엔터테인먼트
오슬로의이상한밤,2011-02-10,노르웨이,이미지팩토리
투라이프,2015-05-07,프랑스,주식회사 씨네룩스
스시장인지로의꿈,2012-09-27,미국,찬란
바르샤드림스,2016-05-04,스페인,(주)싸이더스/(주)디스테이션
파파오랑후탄,2018-04-19,한국,파이오니아21
은어,2011-09-29,한국,(주)갑종무비필름
지휘자를위한1분,2014-12-04,이탈리아/스페인,(주)영화사 진진
불륜의시대,2013-02-14,한국,(주)키노아이디엠씨
드리프트,2013-08-22,호주,씨네그루(주)다우기술
레이징피닉스,2010-03-25,태국,(주)디지탈케이아이엔
지렁이,2017-04-20,한국,투썸업픽쳐스
애즈갓커맨즈,2010-04-01,이탈리아,프리비젼엔터테인먼트
웨이스트랜드,2014-04-03,브라질/영국,(주)나이너스엔터테인먼트
삼손,2018-04-19,미국,(주)드림팩트엔터테인먼트
백사대전,2011-11-17,중국,(주)누리픽쳐스
나는아들을사랑하지않는다,2017-11-30,노르웨이,주식회사 씨네룩스
홀리워킹데이,2016-06-30,한국,무브먼트
올리브올리브,2017-07-13,한국,(주)시네마달
라보엠,2014-08-02,미국,(주)인스터피씨엠
사랑의묘약,2018-07-07,미국,(주)인스터피씨엠
도약선생,2011-06-30,한국,(주)영화사 조제
블루룸,2015-08-13,프랑스,주식회사 쇼미미디어앤트레이딩
용문비갑,2012-03-15,중국/홍콩,(주)누리픽쳐스
바람의춤꾼,2017-06-06,한국,강 컨텐츠
아이애나,2013-06-06,영국/독일/프랑스,찬란
만찬,2014-01-23,한국,㈜인디스토리
핸즈오브스톤,2016-12-08,미국/기타,(주)이수C&E
천사의숨소리,2012-02-23,한국,롤러코스터
돈지오반니,2017-01-07,미국,(주)인스터피씨엠
위시아이워즈히어,2015-09-10,미국,(주)영화사 안다미로
황금을안고튀어라,2013-10-10,일본,(주)미디어데이
스퀴즈,2016-11-10,미국,시네마 뉴원/(주)드림팩트엔터테인먼트
우리는썰매를탄다,2018-03-07,한국,(주)콘텐츠 난다긴다
기생꽃의고백,2018-01-25,한국,필름에이픽쳐스
오빠가돌아왔다,2014-03-20,한국,주식회사 마운틴픽쳐스
행맨,2019-01-23,미국,(주)박수엔터테인먼트
라라,2018-02-22,한국,(주)영화사 그램
영혼의순례길,2018-05-24,중국,(주)영화사오원
탈주,2010-09-02,한국,㈜인디스토리
일트로바토레,2016-01-16,미국,(주)인스터피씨엠
바람의검심전설의최후편,2015-03-05,일본,㈜T-JOY/메가박스중앙(주)플러스엠
수색역,2016-03-31,한국,주식회사 씨네룩스
트레이터,2017-08-03,영국,아이 엠
밤치기,2018-11-01,한국,무브먼트
극장판테니스의왕자영국식테니스성결전,2011-12-15,일본,(주)미디어데이
안티포르노,2017-06-15,일본,홀리가든/(주)오렌지옐로우하임
작은형,2016-11-30,한국,파인스토리
돈슬립,2017-07-19,미국,(주)제이앤씨미디어그룹
라보엠,2014-12-20,독일,(주)쓰리캣프로덕션
악질경찰,2011-11-10,미국,팝엔터테인먼트
스카이크롤러,2010-10-28,일본,예지림엔터테인먼트
괜찮아3반,2013-09-05,일본,(주)팝엔터테인먼트
립반윙클의신부스페셜에디션,2016-10-13,일본,TCO(주)더콘텐츠온/주식회사 더쿱
위시업,2018-12-13,미국,(주)영화사 그램
개에게처음이름을지어준날,2017-04-06,일본,(주)퍼스트런/글뫼 주식회사
맥베드,2013-07-04,호주,스크린조이
레이징피닉스2여자옹박의귀환,2013-02-15,태국,(주)소나무픽쳐스
악인은살아있다,2015-07-16,한국,예지림엔터테인먼트
징기스칸제국의건설,2013-02-08,몽고,(주)소나무픽쳐스
캔유필잇,2012-07-26,미국,어뮤즈
로사,2014-05-29,한국,와이드 릴리즈(주)
소꿉놀이,2016-02-25,한국,(주)시네마달
벤다빌릴리,2013-10-17,프랑스,㈜영화사 백두대간
식스빌로우,2018-01-25,미국,주식회사 디에스이이디
바람의색,2018-04-05,일본,(주)스톰픽쳐스코리아
잠자는숲속의미녀와야수,2014-07-15,미국,스크린조이
변태가면,2013-11-14,일본,에이원엔터테인먼트
퀸카가아니어도좋아,2016-02-25,미국,와이드 릴리즈(주)
일만명의성자들,2016-04-21,미국,THE 픽쳐스
허니,2013-09-26,터키/독일/프랑스,㈜영화사 백두대간
네온데몬,2016-10-20,프랑스/미국/덴마크,주식회사 쇼미미디어앤트레이딩
헬벤더스최후의성전,2014-05-01,미국,(주)소나무픽쳐스
라폴로니드관용의집,2012-09-20,프랑스,(주)액티버스엔터테인먼트
투올드힙합키드,2012-09-13,한국,(주)시네마달
포가튼잊혀진소녀,2013-09-05,독일,㈜영화사 백두대간
울보권투부,2015-10-29,한국,㈜인디스토리
우리손자베스트,2016-12-08,한국,(주)인디플러그
싱오버미,2015-09-24,미국,문화선교연구원
파라다이스러브,2013-10-17,독일/프랑스/오스트리아 ,(주)월드시네마
괴테스쿨의사고뭉치들,2014-11-20,독일,에이원엔터테인먼트
극장판푸른강철의아르페지오아르스노바dc,2015-06-18,일본,(주)머스트씨무비릴리징컴퍼니
우주의크리스마스,2016-10-13,한국,(주)인디플러그
하늘의황금마차,2014-09-04,한국,(주)영화사 진진
허니문,2015-07-23,미국,와이드 릴리즈(주)
레드마리아,2012-04-26,한국,(주)시네마달
비념,2013-04-03,한국,㈜인디스토리
링,2013-07-25,한국,㈜인디스토리
100미터,2017-07-20,스페인,㈜코리아스크린/와이드 릴리즈(주)
라트라비아타,2017-08-05,미국,(주)인스터피씨엠
소년파르티잔,2016-03-10,호주,찬란
도쿄트라이브,2015-06-18,일본,어뮤즈
프레셔스카고프로범죄단,2016-09-01,미국,(주)드림팩트엔터테인먼트
천화,2018-01-25,한국,(주)맑은시네마
오토마타,2014-10-23,스페인/미국,(주)지어소프트
돈맛,2016-09-29,한국,(주)박수엔터테인먼트
아메리카파이19금여배우들,2013-02-28,미국,(주)소나무픽쳐스
22년후의고백,2018-01-17,일본,(주)영화사오원
모놀리스,2017-04-20,이탈리아,이언픽쳐스
시선너머,2011-04-28,한국,㈜인디스토리
고야살과피의환상,2017-11-30,영국,메가박스중앙(주)
몽키킹손오공의탄생,2014-12-10,중국,주식회사 마운틴픽쳐스
컴퍼니유킵,2013-12-05,미국,(주)미디어데이
슬랩스틱브라더스,2012-02-09,일본,(주)키노아이디엠씨
옹박영웅의탄생,2013-02-21,말레이시아,(주)소나무픽쳐스
캄포스,2016-05-12,스페인/미국,와이드 릴리즈(주)
어느날사랑이걸어왔다,2012-12-13,프랑스/그리스,(주)싸이더스
훌리오와에밀리아,2012-08-30,칠레/아르헨티나/포르투갈/프랑스,찬란
트랜스머신만테라,2014-07-15,말레이시아,스크린조이
영도다리,2010-07-01,한국,주식회사 마운틴픽쳐스
딱따구리와비,2012-05-03,일본,(주)영화사 조제
엄마와나그리고나의커밍아웃,2014-06-05,프랑스,판씨네마(주)
사대명포2,2014-01-16,홍콩/중국,(주)디앤아이컴퍼니 
홀리,2013-06-20,한국,(주)액티버스엔터테인먼트
그참을수없는맛,2014-07-09,한국,(주)케이알씨지
아이엠낫유어니그로,2018-02-08,프랑스/미국/벨기에/스위스,와이드 릴리즈(주)
투란도트,2018-08-26,독일,(주)케빈앤컴퍼니
녀녀녀,2014-04-10,한국,골든타이드픽처스(주)
나쁜놈이더잘잔다,2010-06-24,한국,(주)키노아이디엠씨
움,2012-02-23,독일/헝가리/프랑스,주식회사 마운틴픽쳐스
원나잇스탠드,2010-05-04,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
너와극장에서,2018-06-28,한국,서울독립영화제
나는야한여자가좋다,2014-07-10,한국,(주)케이알씨지
컴투게더,2017-05-11,한국,스토리 너머/파인스토리
그랜드센트럴,2014-09-18,프랑스/오스트리아 ,(주)씨에이씨엔터테인먼트
이세상의한구석에,2017-11-16,일본,(주)에이원엔터테인먼트
조,2014-07-03,미국,와이드 릴리즈(주)
10아이템오어레스,2013-06-13,미국,(주)액티버스엔터테인먼트
펫,2016-11-30,미국/스페인,(주)영화사선
오버드라이브,2017-12-14,프랑스,(주)영화사오원
에덴로스트인뮤직,2015-10-29,프랑스,찬란
키사라기미키짱,2010-02-11,일본,주식회사 마운틴픽쳐스
스노우맨,2017-12-14,미국,유니버설픽쳐스인터내셔널 코리아(유)
남자대여자섹스가문제다,2013-05-03,이탈리아,(주)소나무픽쳐스
셀러브리티섹스테이프,2013-06-27,미국,(주)스넵쏘울
설마그럴리가없어,2012-06-21,한국,(주)영화사 조제
대마술사,2013-05-17,홍콩/중국,(주)소나무픽쳐스
숫호구,2014-08-07,한국,(주)엣나인필름
스시걸,2013-11-13,미국,스크린조이
정사두여자와의로맨스,2013-04-19,미국,(주)소나무픽쳐스
009사이보그,2013-05-09,일본,씨너스엔터테인먼트(주)/㈜T-JOY
레인보우나의사랑,2019-01-03,이탈리아/프랑스,(주)마노엔터테인먼트
지옥이뭐가나빠,2014-11-13,일본,㈜T-JOY/메가박스중앙(주)플러스엠
친구의아내를탐하다,2013-05-31,체코,(주)소나무픽쳐스
광대를위한슬픈발라드,2012-08-09,스페인/프랑스,오드
권법쿵푸의신,2013-08-02,홍콩,(주)소나무픽쳐스
